"1","2","3","X1","X2","X3","X4","X5","X6","X"
2.7959955541684,0.717291467644611,0.290028830272405,2.95582461865075,0.8789282945105,1.53601951348441,1.00677550104432,1.00103355370787,0.772731852083226,5.24265835614259
1.35142783833063,0.53437164315193,0.633781276859808,1.78483430687724,0.564837411286377,1.18619273325112,0.986823839616468,-0.00642409705137501,2.02333738574927,6.06561198790843
2.98987874147464,1.75479415259945,1.19884458143307,2.96122333828583,0.964351154928521,1.25744943237912,-0.00462316576298957,1.98610132339966,2.03960324271627,4.57325374205973
4.17163408255403,1.58254810070441,1.10033051492973,4.03311493590756,1.11465916421403,1.1052556205699,1.00751110178435,2.00915453715174,4.57405692945496,7.63911521993794
4.35183705359322,0.850164712251834,1.37522092959407,3.98896184744977,1.30305461554836,1.40557869861719,0.00554969532853241,1.00127657508609,5.17210740897578,4.24011423751664
2.82743978644618,1.27401304010958,0.0676785648180346,2.69118212006327,0.329120334940614,1.58105810462576,-0.00608120775175964,0.981975066695399,0.577781421314288,2.91645057875853
2.69855670118317,0.430980819444528,0.88069630723189,2.08439987302789,1.07727796379875,0.896178055260008,-0.00370824103354417,-0.00470389565527905,4.07268668362384,4.8837156682995
2.90264326726912,0.85944642395644,0.754050075264701,3.24447816346374,1.12375316595969,0.991924842626617,-0.0180432932951751,-0.000331511397686112,2.69225469651599,5.36408085086606
2.90588268080652,0.106602668281515,0.362490106556288,3.15645334496862,0.635926569575324,2.13106162527453,0.00552982059977555,-0.00345438322537783,-0.93277651011054,1.09577226531897
3.2083723068903,0.504674522515599,1.15269836243953,3.22748483584095,1.50473336593527,0.871611475971882,0.000466954431268458,0.00805067941781226,5.16516746309393,5.85619510137638
1.73957280047417,-0.483256277688918,1.19237838266977,1.97684937634992,1.11272964217332,0.881242590127244,-0.00561719732568319,0.00457658015821232,2.38217123344881,4.80304107950685
3.24054194576887,2.03138765743504,0.570485641796834,3.09529385444727,0.690224606573812,1.31929301612622,-0.00660217509006131,1.9916652058838,2.01237553154809,3.46031725964459
2.77575467457994,0.439903379761736,0.0432961354573184,2.01881150553896,0.217563298087327,1.66738325998921,-0.00289572230727842,1.00954685347279,0.214229776307033,0.835433919783887
4.03815043713676,0.735189821410917,1.21412082457768,4.20159319724633,0.933219970001397,1.04942408359961,-0.00337938668899313,0.990681109182715,4.84236965408324,8.90210806246371
2.46119656989813,-0.227797693274708,1.95052318673546,2.58675645484278,1.58338973712419,0.920498427949251,-0.00126023025805544,0.0142675271090812,5.23080021915418,6.37959126233289
2.65778114732813,1.11682143740921,0.144259141620975,3.01701871322287,0.408409270952969,1.54600107999175,0.0091913425439665,0.984182073890115,1.38911278794571,2.82884841955646
2.62299198609714,0.820404448644239,0.675549687361336,2.20117070384376,0.794565203258113,0.790588735130443,-0.00662365229738338,0.997806120174157,2.05164898670826,3.33871317604926
1.89812844910349,-0.361446068487663,0.879760880220236,2.13101273669809,0.978674529400603,0.769829123469121,0.00174667446681125,-0.0100814034891409,3.79029201074165,5.27228308476167
2.62505912801871,1.55689587122617,0.765019749113531,3.03276124914752,0.409454361112242,1.78448489407023,0.00313083788045474,0.985556623087145,1.39264936611026,2.5521993217149
1.50431901144305,0.266682352235503,0.645493300918382,2.22442646083104,0.642617754921809,0.923397312579239,-0.00522357018048505,0.998936573627142,2.12007416450006,3.60097054409041
3.66232156783118,-0.0987614215049379,0.179631461623864,3.09256516722704,0.131892069883439,1.51582818822012,0.00241648332061553,0.00772571442320642,2.20290594326398,3.26250235159118
2.39317945875326,0.196596142189763,0.474903320557813,2.56810530040771,0.387690728082319,1.00818902291631,0.00412376310048623,-0.00877052678379221,2.28269455152431,3.51835566367273
3.24619902180846,0.939762842011325,0.384532487282416,3.88082843751174,0.640077330594,1.34764511982596,3.9968576242523,1.00357248268723,2.56952496234391,4.56663675135117
3.21802638949645,0.591203406959818,0.995816030668506,3.38063158339776,0.624726421953856,1.50635473260737,0.00141752541122039,1.00767966013547,1.56344634018227,4.37846272042372
4.08229303163136,0.391270578200129,0.196098638633741,4.28355446771872,0.134844041553743,1.71120231732072,0.0139312330401855,-0.00875649899062635,3.44070506192265,5.40016288083133
3.64305324542181,0.021567128482826,0.707813889190031,3.54148528955046,1.17984374145436,1.61891249224997,0.000698175051967654,-0.0139114520307254,2.45391230710624,4.82177421085837
2.91805787187258,-0.113146945682242,0.995850452104756,2.70386940921897,0.923479209119454,0.722999821742752,0.000258871000824072,0.00101019650302868,2.52514009761877,4.8604029025885
