"1","2","3","4","5","6","7","8","9","10","Temperature_Comedor_Sensor","Temperature_Habitacion_Sensor","Weather_Temperature","CO2_Comedor_Sensor","CO2_Habitacion_Sensor","Humedad_Comedor_Sensor","Humedad_Habitacion_Sensor","Lighting_Comedor_Sensor","Lighting_Habitacion_Sensor","Precipitacion","Meteo_Exterior_Crepusculo","Meteo_Exterior_Viento","Meteo_Exterior_Sol_Oest","Meteo_Exterior_Sol_Est","Meteo_Exterior_Sol_Sud","Meteo_Exterior_Piranometro","Exterior_Entalpic_1","Exterior_Entalpic_2","Exterior_Entalpic_turbo","Temperature_Exterior_Sensor","X"
2.13287517266346,-0.115422944915355,-0.786681997660079,-0.831172061284582,-1.49898729027732,1.31860533247361,0.0242530591299948,-1.18371637675325,0.305491065007564,0.423394585307509,17.3115694194318,16.8002050453833,9.30241179602417,215.274653440277,219.293755524166,52.4625945678633,56.4765899246788,11.5737395081879,13.4417411954533,0.00334556461229697,-2.07932757662209,0.00574641833654815,-260.105283576443,-93.1911577466712,151.176049590163,1.15953563188965,-0.0014604979101726,-0.000770796510853067,0.00122328250626369,13.336891423667,69.9833894500864
0.635366013965161,-0.500517622913909,-1.1315835512591,0.78318243235428,0.225678895732494,-0.783773784655853,2.60472717806891,-0.436062834292716,-0.825300552019198,-0.0903471891345911,13.7121894527443,13.5946568179949,9.97608721360486,200.67390778312,201.915483442127,36.3993896351445,44.4846250301716,21.515032648564,23.6921206565946,1.00038462361158,612.210490564431,2.55661652813992,406.647031856258,962.116798555973,883.054167867992,25.848456051036,0.000618060838587934,-0.000775383384059936,-0.00147285856885336,11.7605030584115,72.982859434933
-0.206345060765394,-0.321096327068555,-1.05426354404009,-0.32236276141114,0.629251115509506,-0.521798069618496,-1.6750090094975,0.87006325174554,0.529497579325861,1.51145316882487,18.3994168766935,17.9368489961626,12.9186998154529,200.219128723522,202.421569282301,56.5833367053988,61.3779100405862,11.5013713013803,13.1234402089398,-0.00120884730398678,5.87097735652568,0.0102431807761818,-320.44782620793,388.459141608987,2.26169528823208,-2.62528967803279,-0.000980731063027625,0.000845031043227537,0.00180855199315465,15.7977091679743,79.1971508267095
1.057918609034,0.631296977278566,1.56497067096355,-0.4842708021164,0.982805569681232,-0.817255550973696,0.445684558778144,0.218039172039301,0.527658795564887,-1.51503417386206,14.8203097046232,14.3095020294824,6.63511943406945,210.491397468282,210.636402771162,48.4287214826174,52.4192436182218,11.6671663502995,13.7256049517678,-0.00361740230718417,0.261392283565725,0.481179053786172,301.605513243198,117.298655001425,-111.730974971549,-2.14367955891827,0.00167432529309895,0.000667228831017247,-0.000386642747059147,10.9879016335596,63.3161488490854
-0.574820180648583,-0.117696145316194,-1.61303892108042,0.894767337313672,-0.237000187310186,0.593704957128203,-0.607368834132454,0.197781002668591,-0.925444521136577,-1.15005960434814,18.9362025546322,18.6742089618043,18.9978440137723,211.732333241531,212.787877647316,41.193654151203,40.9672208366891,80.8973793944933,142.995417692744,-0.00320939044713548,622.634674908523,2.12891106313041,10849.6965158887,34792.3929232374,95471.7486092977,781.101315302476,0.00048935916114941,0.000928605488338736,0.000141554907760814,18.6734396279926,45.0293260629823
-0.338006553567965,1.65270715750021,0.0965888189653101,-0.115558146233574,1.1418275402937,0.730356602921427,-1.25888796945943,-0.0572506517209615,0.650230454600324,-1.51707184084963,18.8357867674303,18.4839035116109,15.0290940951362,200.218403220903,200.890044211872,41.8864696451579,42.3317355985045,50.8948921204626,112.00817657659,0.000126224431517468,623.006118940266,2.06211837827772,16234.068357167,78873.5547312034,84498.997809418,534.562612580536,-0.00126109348422045,-0.00214004284499646,-0.00120448734666111,16.8468596219239,48.0713590678714
-0.591454065856748,0.407824379248086,0.0365677086109075,0.778021256318022,0.18425743256272,-0.241631602209493,-1.34339852146479,0.432214783734973,-1.39026248838971,-1.16114895707912,18.6545894267045,18.1851254826117,11.3489819855252,190.240973895223,191.990273481342,44.8348101797981,49.0615614713399,11.4671539728119,12.803937498382,-0.0018142293441599,10.6064573316186,0.174574345177889,250.100368131069,-222.421763637482,-199.395979721393,-7.62091740201123,0.000414238148025247,-0.000409038204708623,-0.00112196272296142,14.9426624083924,47.8000955173593
-0.632386591774113,0.64031280931978,-2.44825772646865,-0.499755241082518,-1.08840564890269,0.765546457581073,-1.20410799788594,0.768806636686576,1.34967734908347,-0.212831047415169,15.0442423544218,14.425874506734,5.02562505053048,207.466839326519,211.143604418084,44.3684131680138,47.9092286318162,21.1687496996317,23.2555385460108,0.000756287448223261,608.074213710654,0.0651195890934981,7482.25350255995,38103.790956554,14842.3926863453,71.4279873261787,0.00123418985275188,-0.000249262378938989,-0.000470532013863535,9.78276780451767,61.7415495882709
-0.619311182460165,-0.55337469887356,-0.77304942496759,0.422758357479795,-0.555585649637607,-0.491387742168046,0.470302836613437,-1.89335340795708,-0.77736403967781,-0.93725495554221,17.7584299553308,17.0841451854265,7.97322794504315,210.354628398664,211.900028087454,47.6740664771137,50.2554741519197,11.9237975423981,14.0998516223216,-0.000171563169664467,1.49853548924085,-0.00160509373556848,-258.348527323993,195.59526512518,473.504630267278,-3.46174013709441,0.00130329281169868,-0.000474729020930857,0.00130536589157298,12.6236497130893,57.650557629274
-0.678750388192483,-1.06092639416281,0.601810913692842,1.09045680998806,1.08332575291368,0.2852524108331,-0.767014318314839,-1.6097930353972,-0.55687897311765,0.920939357252261,21.3497389107497,20.45567080969,15.0271427224267,202.777055850013,203.782168968381,35.7293539413102,34.0162895637582,20.8606081840586,23.1035706332197,-0.000688301936999091,616.031535015042,2.45317008682758,73418.9124390012,8133.7681311353,14090.8986621712,254.178745047718,-0.000137125242535159,0.00147097999726048,-0.000902536889798627,17.7716875623266,44.7787905515056
