"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","Temperature_Comedor_Sensor","Temperature_Habitacion_Sensor","Weather_Temperature","CO2_Comedor_Sensor","CO2_Habitacion_Sensor","Humedad_Comedor_Sensor","Humedad_Habitacion_Sensor","Lighting_Comedor_Sensor","Lighting_Habitacion_Sensor","Precipitacion","Meteo_Exterior_Crepusculo","Meteo_Exterior_Viento","Meteo_Exterior_Sol_Oest","Meteo_Exterior_Sol_Est","Meteo_Exterior_Sol_Sud","Meteo_Exterior_Piranometro","Exterior_Entalpic_1","Exterior_Entalpic_2","Exterior_Entalpic_turbo","Temperature_Exterior_Sensor","X"
0.00146066585802183,-4.6343317699669,-0.0011405947598871,-3049.74098384897,230.811272926827,23175.9106620159,-49.7352417999712,1.191487544037,51.883920231287,-23.6503176971808,-18292.8856794746,15.3356157251293,-2.40492129565733,6.51555930069042,54.0214497514484,0.0178041921949834,17.3428546516119,217.843222576698,-0.000727889241561036,15.1846094231421,17.3115694194318,16.8002050453833,9.30241179602417,215.274653440277,219.293755524166,52.4625945678633,56.4765899246788,11.5737395081879,13.4417411954533,0.00334556461229697,-2.07932757662209,0.00574641833654815,-260.105283576443,-93.1911577466712,151.176049590163,1.15953563188965,-0.0014604979101726,-0.000770796510853067,0.00122328250626369,13.336891423667,69.9833894500864
-0.00278060182903131,1.55894654225255,-0.000177979066250503,4909.35009977588,211.04697100985,30312.8214925438,-33.8245490817365,2.69680657444726,50.7370673253898,685.525835274638,2856.03952919719,13.310925885838,34.5533412513688,10.2161293978959,39.8870291452542,0.919375711673775,13.2412624985638,202.971861361655,9.54444035668152e-05,10.1290842829358,13.7121894527443,13.5946568179949,9.97608721360486,200.67390778312,201.915483442127,36.3993896351445,44.4846250301716,21.515032648564,23.6921206565946,1.00038462361158,612.210490564431,2.55661652813992,406.647031856258,962.116798555973,883.054167867992,25.848456051036,0.000618060838587934,-0.000775383384059936,-0.00147285856885336,11.7605030584115,72.982859434933
0.00194726933095763,6.01290801303746,0.000640486490138265,-2231.31532200674,192.313248106314,3738.81621173936,-127.462703524436,-1.21725184293826,63.0720005018304,151.64184195264,-769.498950150231,17.2081246149812,3.72279826436148,10.6536504423042,59.7467033732559,0.194130211455082,17.5401210658152,226.947219493787,-0.000504940774161048,14.0865865011515,18.3994168766935,17.9368489961626,12.9186998154529,200.219128723522,202.421569282301,56.5833367053988,61.3779100405862,11.5013713013803,13.1234402089398,-0.00120884730398678,5.87097735652568,0.0102431807761818,-320.44782620793,388.459141608987,2.26169528823208,-2.62528967803279,-0.000980731063027625,0.000845031043227537,0.00180855199315465,15.7977091679743,79.1971508267095
9.36612276818344e-06,-4.85496055989492,0.000564932791940691,-11863.9380754969,201.66747507589,-15762.8350731426,31.8718656358696,0.271925140768528,52.3314915956716,-249.290156192156,-10938.8500536453,15.0739999345585,22.8327493871829,6.14526773924853,50.8362908345886,-0.0163854763400329,12.5671797111192,215.914005526608,0.00159708783262392,10.8314834229269,14.8203097046232,14.3095020294824,6.63511943406945,210.491397468282,210.636402771162,48.4287214826174,52.4192436182218,11.6671663502995,13.7256049517678,-0.00361740230718417,0.261392283565725,0.481179053786172,301.605513243198,117.298655001425,-111.730974971549,-2.14367955891827,0.00167432529309895,0.000667228831017247,-0.000386642747059147,10.9879016335596,63.3161488490854
-0.000142151232697145,137.623399984533,0.000597879098564971,14830.4440598843,209.927140426474,89663.0711255074,626.919058256039,1.74264932329208,39.569706306606,612.604196501451,34947.7985381085,17.0342695577855,76.119603477601,19.3382757040279,35.9586412952775,0.0682608918754873,16.5376560165952,206.497001110741,0.000755879377753602,17.8553996995399,18.9362025546322,18.6742089618043,18.9978440137723,211.732333241531,212.787877647316,41.193654151203,40.9672208366891,80.8973793944933,142.995417692744,-0.00320939044713548,622.634674908523,2.12891106313041,10849.6965158887,34792.3929232374,95471.7486092977,781.101315302476,0.00048935916114941,0.000928605488338736,0.000141554907760814,18.6734396279926,45.0293260629823
-0.000842173836479213,134.576752911708,-0.00219235145417811,19990.3757394636,208.118284175023,79500.5134900481,791.047760256493,1.10134671393894,41.183760731585,605.697775547675,77801.2187815464,18.8971848643567,34.6661511789338,20.3891600885558,40.7481259151405,0.0332398806693307,18.3313022044877,204.185134516296,-0.00157978255172766,18.8324376287549,18.8357867674303,18.4839035116109,15.0290940951362,200.218403220903,200.890044211872,41.8864696451579,42.3317355985045,50.8948921204626,112.00817657659,0.000126224431517468,623.006118940266,2.06211837827772,16234.068357167,78873.5547312034,84498.997809418,534.562612580536,-0.00126109348422045,-0.00214004284499646,-0.00120448734666111,16.8468596219239,48.0713590678714
-0.000660505418641356,-4.88500767999328,-7.42453267273217e-05,11377.4361914918,199.559466222782,8101.76069410421,68.3881098182288,-0.0679718160157393,49.8662946570235,140.69087000262,-14207.8898097308,17.3816711802933,13.4574075977609,8.79461657825582,47.5545650479871,-0.0100038416818823,21.2066113498999,200.623089405186,0.000580940204624598,18.1221383915052,18.6545894267045,18.1851254826117,11.3489819855252,190.240973895223,191.990273481342,44.8348101797981,49.0615614713399,11.4671539728119,12.803937498382,-0.0018142293441599,10.6064573316186,0.174574345177889,250.100368131069,-222.421763637482,-199.395979721393,-7.62091740201123,0.000414238148025247,-0.000409038204708623,-0.00112196272296142,14.9426624083924,47.8000955173593
-0.000637734527117664,43.6369250950675,-0.000280977812889247,14048.3360607483,197.395896792519,35829.9811617925,379.76630795243,0.325923942384672,43.0802492541581,778.12112277766,28774.885358987,18.944656641453,30.7286032882281,3.82063716392924,47.3832636739558,-0.279430255483105,17.0513087209242,199.877359169215,0.00292715186497835,12.1972704513569,15.0442423544218,14.425874506734,5.02562505053048,207.466839326519,211.143604418084,44.3684131680138,47.9092286318162,21.1687496996317,23.2555385460108,0.000756287448223261,608.074213710654,0.0651195890934981,7482.25350255995,38103.790956554,14842.3926863453,71.4279873261787,0.00123418985275188,-0.000249262378938989,-0.000470532013863535,9.78276780451767,61.7415495882709
0.00100840089016358,51.9628739955318,-3.77549968394827e-05,6527.69363034435,204.885778906436,-22876.9287582891,-138.781042890088,-1.05216640156453,55.8413338438305,209.792696789825,-7734.47118791127,19.1161445848671,13.6711939667299,8.15122719296414,47.3117943464275,0.02302944483831,17.7877641595867,216.347472117159,0.00188630319032008,14.2417418529557,17.7584299553308,17.0841451854265,7.97322794504315,210.354628398664,211.900028087454,47.6740664771137,50.2554741519197,11.9237975423981,14.0998516223216,-0.000171563169664467,1.49853548924085,-0.00160509373556848,-258.348527323993,195.59526512518,473.504630267278,-3.46174013709441,0.00130329281169868,-0.000474729020930857,0.00130536589157298,12.6236497130893,57.650557629274
-0.000381549028791197,-6.00771953512101,0.000951025891716132,82343.18455629,194.318553411469,5740.02116352921,46.125976481108,1.70926484043808,36.4908042943665,549.68446485989,3121.96215674601,23.7487869278401,19.559395224519,15.9075977096018,37.5560954791591,0.175992520948736,18.3763233360574,203.494370199725,-8.62084635981391e-05,19.2349920543606,21.3497389107497,20.45567080969,15.0271427224267,202.777055850013,203.782168968381,35.7293539413102,34.0162895637582,20.8606081840586,23.1035706332197,-0.000688301936999091,616.031535015042,2.45317008682758,73418.9124390012,8133.7681311353,14090.8986621712,254.178745047718,-0.000137125242535159,0.00147097999726048,-0.000902536889798627,17.7716875623266,44.7787905515056
