"1","2","3","Iy","PF","e","dIf","X"
317.213656457498,5.78958611675077,1.00392573630911,5.69406818629355,0.97062317011485,0.0311273686576391,247.370818883949,1.42690913323657
532.881958149943,3.97539929637268,0.722347238887267,3.8981078597162,0.741123421405129,0.260628772126977,416.430449190112,1.598620718905
449.255187124008,4.20353827288302,0.739289478426219,4.10072070219239,0.759322994885615,0.239551656627496,415.4404370851,1.5979420659212
110.165620039585,2.52982714218441,0.917343896939026,3.28631026190183,0.960749939528119,0.0394510782389743,92.2295373769223,1.27961386305917
503.842741903774,4.27089647634589,0.630249622388558,3.39561678796905,0.661514087991781,0.339614548599091,383.568097517677,1.56453852175755
258.846074974333,3.92015370345901,0.980672544244718,4.20558104131382,0.940280320123894,0.0585697626999068,155.933634830735,1.33370340080617
707.82449493182,4.4365589402867,0.774046866279467,4.88817076125767,0.751518132189521,0.249865881560771,557.60853093228,1.73870452770817
-140.165456118976,3.14656819296014,0.942393858795978,3.20523310014024,0.920569688714416,0.0810836796704138,102.80543347773,1.28003996698958
216.707896928362,4.77548296324714,0.882439982041545,4.68667176083042,0.967935522159913,0.031458876683266,183.986360164655,1.36409251957504
489.258898997416,6.00782912946298,0.568677854475411,4.59831941936902,0.700818244160449,0.298627532590503,644.958610140106,1.82076608314852
480.140775082456,3.21320202282299,0.512466405475637,3.60342223079966,0.659644238453206,0.341836348725742,456.675510707323,1.63658611548672
19.9036939294364,3.93223899532882,0.988968035094214,3.90908153484999,0.981091055073161,0.0188238419536035,93.1197177618477,1.2790718510594
167.515931130289,4.71045037669537,0.995244693794646,4.20193829298379,0.959758727044853,0.041349809717402,161.015313208734,1.34184883432369
85.4623810639342,4.93414124320181,0.952392994674327,5.31019919111128,0.910364404305561,0.0913988429037881,172.826050041023,1.35814030449001
545.30764562046,4.15408461737747,0.741765765491939,4.40019492673061,0.71960242046961,0.279724704892032,460.151135368791,1.64413803057843
328.75019974189,3.88150342108864,0.941406722912867,3.78412905034275,0.900402840280147,0.100895945223902,218.270295565266,1.40159341440421
436.336284244712,4.45149797963411,0.775916769664725,4.9077924351242,0.790250933100167,0.210926974304992,462.09536486305,1.64211316828689
307.535974570825,4.85717157262813,0.775339168278631,4.8094325443707,0.789506116592178,0.210717413394769,474.671623932539,1.65880402547111
934.377179416089,5.33399341540445,0.675600388737935,5.59660032751551,0.670956294381377,0.328471262097838,727.093274331643,1.90919806623406
398.477435125149,5.73829199552826,0.712996825220656,5.00011969908084,0.691088996564426,0.31042627796888,600.933425543177,1.78120983099753
475.312438495832,3.1663142302765,0.709236800911142,3.71083686803332,0.758804949084997,0.241963881214337,356.000752801748,1.53359355574637
-40.2919782969154,2.79894209633209,1.00626580700552,3.30046221931021,0.977826224172361,0.0192840443343881,99.5364945752462,1.28024961211126
2.98267060375842,3.68666821534315,0.816539929888778,4.31046857129684,0.819354280788691,0.180916585559977,0.636934659758395,1.5182714354186
-66.6417510787986,3.90346571987978,0.860203537400385,3.6809613515864,0.960450114562332,0.0417067088716133,-3.2269203580944,1.32207707920371
841.274138061772,5.71575611359296,0.710277661807435,6.00310229883112,0.692060373313187,0.309356703237508,714.104713137638,1.89472654284449
392.920410528221,4.01492552405453,0.974083182279953,4.71508736327435,0.869066906872385,0.13148337157898,285.778964569607,1.47120222510899
194.988001045954,2.95963975971475,0.819269031038827,3.91680686920369,0.859427730255074,0.140340022742897,-0.557508892582038,1.36698343435288
298.857398455101,4.43557290654254,0.799227437517254,4.29251250976472,0.840832376385644,0.16012751554885,354.010767373704,1.53286927706323
489.94213316518,3.98466088981903,0.717111327582425,3.90315490833739,0.660340578003009,0.339804346920198,444.097919629409,1.6193606484584
-26.8299700558128,2.73186866375184,0.888616309277186,3.09445188990636,0.961814295910781,0.0394089848144252,141.059836134271,1.31723868632968
116.471666290238,4.95928705010402,1.01510567845693,4.90121162101496,0.949737786164903,0.0501028995123465,0.316917531806937,1.31880083362126
456.058647309685,4.4597652083497,0.769086853067446,5.00122185214186,0.810322014426913,0.190597855098729,336.678881132926,1.51693738381447
351.812890936436,5.62646711199571,0.888917856911181,5.48420274433069,0.830507036535238,0.170127977336643,373.333064849233,1.55736028360156
455.167608460318,5.39545316602972,0.956775022016811,5.69780783122454,0.8497740985187,0.150718807509101,502.986310585426,1.68568934889804
357.981823038674,6.07835523037172,0.911353941592456,5.507056884266,0.849860184527107,0.149257366956951,390.480237764939,1.56965968674829
395.931827381009,3.311065263304,0.808235753627278,3.10256372645268,0.722091038920043,0.279642750973539,369.801017458831,1.54973678681671
500.085882555074,3.14991925753919,0.769077827162335,3.28665677191727,0.740163687487455,0.26007767946423,368.976990519137,1.5470417047181
1.90307878492331,4.48302630980579,1.06264472288785,4.902872152997,0.988404638757106,0.00932680495970316,0.556917701826257,1.3194381327837
585.899895835621,3.81732528555239,0.659571924625524,3.59215709276501,0.699026594246458,0.30058940863891,503.577069604253,1.68596309585229
553.115751884595,5.2002322496013,0.768153400911763,5.09740544861853,0.732147690835514,0.27091420966755,613.697214172241,1.79685856102634
491.090100803254,4.74635305986037,0.551242703084683,4.51282270296918,0.659403676404696,0.338973220692703,489.187855029236,1.67340674666844
716.835824176858,4.50352942444331,0.749188282221764,4.81734481258503,0.73170699368041,0.27108966329308,545.423584420601,1.72544374251
291.441894071412,4.64750696499632,0.942635004423886,4.40955141448144,0.898437713267973,0.100288466131015,232.8023152486,1.41173252641973
185.168446222314,5.32062243382312,0.857251507859539,4.89692704512461,0.909234006808458,0.0891388397661383,135.922072033988,1.31276570613896
269.755561092005,3.46587858371676,0.713633665017324,2.99030966234449,0.721434465950097,0.280912732062072,336.355502953992,1.51919169394285
246.144662457505,4.35705592666652,0.820938208661505,4.30040865060793,0.88101069909848,0.119923614140859,246.940275110377,1.42637998198417
-11.2860529449443,4.48298591915371,0.703123110379765,4.70643335191041,0.791037541909827,0.209556756892557,1.05437580072914,1.66811971069418
320.227131514879,3.82493222588326,0.795220149583365,4.00630276977374,0.780503729434768,0.219482227979215,335.062540084079,1.51970044692769
172.731524877806,5.22615595657869,0.877249540134502,5.51915483800634,0.910877130545788,0.0887630867547168,121.794126566128,1.30389214106376
32.9042763658728,5.8164734849522,0.610433242343076,5.6047628711121,0.689645551549265,0.308861422828692,4.86445563147818,1.91724486804139
244.03924971977,4.94755042102011,0.972203006961969,4.99486532258449,0.890301563037985,0.110014364372611,222.630311366782,1.40447272795782
670.073951054115,5.85456531290431,0.723016452859714,5.89233880846727,0.709486822417754,0.289875252139457,617.680877219376,1.80084083945271
8.18702739381958,4.06818967030498,0.888873385961583,4.48629324793892,0.978674826814919,0.0202425594448394,98.1188727956509,1.27867670399087
269.782100040682,5.80359094658223,0.934089466202386,5.78765057168515,0.928724130368911,0.0705962119729025,213.652301230889,1.3922003915194
340.021974431001,3.67489937856402,0.691719360407568,3.38979509722234,0.721197678842706,0.279922201346144,346.328438298949,1.52590729961925
119.027936685938,4.76559689363177,0.960656876360709,5.40114804185175,0.988137321417857,0.0116254515001513,162.515032365667,1.34522196867365
368.473863054209,2.62290188274333,0.667669572805189,3.67648565272055,0.739399685155191,0.260852006399104,438.938813118344,1.61748676284726
374.120949380821,4.00283992904398,0.772901219121711,3.09855935676423,0.798824852741333,0.201184786823094,350.132798060075,1.52889593044286
11.9484110530391,4.79960713593159,0.704710993035466,4.59849162606895,0.678568093324908,0.319102496770615,1.82327931799887,1.79047904909432
337.274323964966,3.53145748259965,0.838994015996312,3.38707989326274,0.899612714164424,0.10008581685645,172.74346432243,1.35532483905894
592.12408424095,4.8697732037821,0.756102739693875,4.29978443902837,0.740515738341114,0.261086211871885,494.324189858827,1.67090009881071
398.024989926274,5.08485696493483,0.687614144797968,5.4054770720137,0.69053567018637,0.309400741656385,656.951180592302,1.83859251438282
436.903086196014,5.4356205400848,0.874338989293908,4.39879525301594,0.840823868886337,0.160142972436437,339.774211915561,1.52447535535291
170.640459996262,3.35135246226236,1.06491260209915,3.19126856198627,0.980016121885252,0.0192538390288055,120.506157724554,1.29820296510541
