"1","2","3","4","5","X1","X2","X3","X4","X5","X6","X"
0.185683507181676,-1.1657240427456,0.743131522872049,0.227934469351621,0.446631129136782,2.95582461865075,0.8789282945105,1.53601951348441,1.00677550104432,1.00103355370787,0.772731852083226,5.24265835614259
2.05495038914733,0.167561714593707,-0.403760859398015,-1.15068986025083,0.051876722954943,1.78483430687724,0.564837411286377,1.18619273325112,0.986823839616468,-0.00642409705137501,2.02333738574927,6.06561198790843
0.986163698983086,-0.443127065744666,-1.70264866298769,-0.84194680931995,0.176441944605663,2.96122333828583,0.964351154928521,1.25744943237912,-0.00462316576298957,1.98610132339966,2.03960324271627,4.57325374205973
0.0214191366982563,0.784002499287091,-0.326925913227287,1.27504924271218,-1.49811111691063,4.03311493590756,1.11465916421403,1.1052556205699,1.00751110178435,2.00915453715174,4.57405692945496,7.63911521993794
-1.15935438765877,-0.560921066288299,-0.0824311364069935,-0.630451122337124,-2.08904479112379,3.98896184744977,1.30305461554836,1.40557869861719,0.00554969532853241,1.00127657508609,5.17210740897578,4.24011423751664
-0.15376953746963,1.28849379979492,1.43059473042107,1.81258121978263,0.393489173723983,2.69118212006327,0.329120334940614,1.58105810462576,-0.00608120775175964,0.981975066695399,0.577781421314288,2.91645057875853
0.699417386124761,1.27032161227117,-0.820299684370661,-0.960710300968802,1.10878019669553,2.08439987302789,1.07727796379875,0.896178055260008,-0.00370824103354417,-0.00470389565527905,4.07268668362384,4.8837156682995
1.95866416520251,0.124743515141795,-0.0455769234367864,1.63297589678496,0.643137681377985,3.24447816346374,1.12375316595969,0.991924842626617,-0.0180432932951751,-0.000331511397686112,2.69225469651599,5.36408085086606
0.759762275800629,-0.390881167250736,-1.25380699526028,0.33248334363765,0.122991281359234,3.15645334496862,0.635926569575324,2.13106162527453,0.00552982059977555,-0.00345438322537783,-0.93277651011054,1.09577226531897
-0.59974184474697,0.184628304910778,-1.22634690671449,-0.966449726761545,-1.37107551289731,3.22748483584095,1.50473336593527,0.871611475971882,0.000466954431268458,0.00805067941781226,5.16516746309393,5.85619510137638
0.880171036288054,0.671320751875922,-1.0158302076671,0.0814518964382713,-1.09994354514033,1.97684937634992,1.11272964217332,0.881242590127244,-0.00561719732568319,0.00457658015821232,2.38217123344881,4.80304107950685
