"1","2","3","4","5","6","7","8","9","10","T_offset1","Max1R13_1","Max1L13_1","aveAllR13_1","aveAllL13_1","T_RC1","T_RC_Dry1","T_RC_Wet1","T_RC_Max1","T_LC1","T_LC_Dry1","T_LC_Wet1","T_LC_Max1","RCC1","LCC1","canthiMax1","canthi4Max1","T_FHCC1","T_FHRC1","T_FHLC1","T_FHBC1","T_FHTC1","T_FH_Max1","T_FHC_Max1","T_Max1","X"
35.882348733725,35.5413175974685,35.6151487915109,35.1725679987133,34.4935419598981,34.9856398698136,35.0659211855912,36.143564252541,34.6578443254334,35.2556878426745,0.915794256350391,35.5861235942618,35.7860937496096,34.7182643166367,35.2542858460823,35.5458604001138,35.547915577859,35.4015079591375,35.5854419035894,35.7692053842235,35.778635163092,35.3858079558191,35.8046442373775,35.4227969265149,35.3457151918097,35.7946083077456,35.7797347812181,34.9208306641896,34.8756347457423,35.0006347003244,34.8470288097166,34.8439683270502,35.3858804296161,35.2589474761209,35.7979889523385,34.9778552727028
35.3111876624749,36.043964333335,35.4122229703463,35.628926693157,34.4713180776034,35.7909200570857,35.0165536300384,35.5461735456989,35.5167772845192,35.0843832423306,1.00211921880012,35.6700474509263,35.4895767358207,35.3673484627799,35.1226442656243,35.6189665951217,35.6273006020746,35.3771564838756,35.6523625382667,35.6583949503878,35.646867642143,35.593154290117,35.6741461440403,35.2029345173385,35.1794693016469,35.673193891447,35.6452372737662,35.0599677025746,34.9051803043758,35.0114801955129,35.0078177427334,35.1072083740859,35.8662660816908,35.3352567746224,35.8661845267206,34.5815410826974
35.099919417368,35.6994977756288,34.8753265059208,34.3765219913657,34.3959158256466,34.8079570384729,35.1391516936378,35.6369143320363,34.9146344128561,35.0364545655531,1.69948486474044,35.5041952830496,35.4751850638356,35.131803954775,35.2978105993812,35.4563644888095,35.4422800363468,35.4039103208089,35.5002358675863,35.5075234675391,35.5052535941992,35.3807677623621,35.5023384946693,35.1577158583138,35.2462823585122,35.50316865564,35.4963215691314,34.700373298065,34.3891737004247,34.8359345619675,34.6307155184072,34.7021436865192,35.4265860460008,34.9599504055435,35.7087804265588,35.6863650509537
35.1667014421284,34.89695578018,34.9639047440618,33.4029919300047,33.8873645302791,33.4464709612131,34.141108699188,35.2372537474852,34.4844774845942,34.1806603391582,0.234831460915774,34.8402186785213,35.1332252655202,34.2187062563576,34.576338084266,34.8527765995219,34.8585503213069,33.8882501757122,34.8537529276944,35.0836034439497,35.0814576955166,34.3359738507089,35.1334850996503,33.5655892664132,34.1465135812075,35.1333820092114,35.090158429296,33.5379016635284,33.7262676315067,33.7144377065691,33.1939483795596,33.4300964132681,34.6291375646203,34.0995716499033,35.1311198743711,33.2623954545517
35.8243331151055,35.7654365419215,35.9309005340789,34.9381649978142,34.6823119531206,35.1863119472523,36.1934441063912,35.4234250187398,34.4909833353721,34.8357407551371,1.10567766786378,35.5099422514957,35.8017877909585,34.4194684167162,35.4198471630157,35.5745237417332,35.498386015805,35.5784334766052,35.5984517793726,35.783293223837,35.7862040167247,35.5493572779791,35.8082137187929,35.1393313516524,35.3374086464633,35.8055990918446,35.7822726198857,34.8569047208213,34.6479152899237,34.693726874324,34.9029715062395,35.0537231728991,35.6559984513141,35.2249319138663,35.8461517670904,35.8052272769137
34.2707708779502,34.598452494979,34.5180432403605,33.6059311302667,33.244107883267,33.1893390397224,34.269911383071,34.4358693428485,33.4179483021468,34.1212606870422,0.572947791327684,34.5115747345805,34.4084983111788,33.8233132690016,33.3305358846666,34.505782599856,34.5119778027486,34.3963384478549,34.5083687653392,34.4263357287414,34.4251062917762,34.4205334923499,34.4607128142976,33.4395647046131,33.9303728613701,34.5092325247354,34.5066194005248,33.1984931468328,32.7913496752777,32.8950638411718,33.2359158355601,32.7643149226043,34.5179537075788,33.5877569990318,34.5188042340419,34.0078491758809
36.0382064752684,36.0419636790855,36.2559971266776,35.78565580122,35.9253855902957,35.9638426058603,35.6458942978398,36.638068995496,35.3043388429981,36.0345186862133,1.34304285090716,36.0762570040949,36.4456420260947,35.4844776709161,36.1266894962112,35.9777672620406,35.9734795762255,35.6758916084542,36.0812902504169,36.4298689073338,36.4261733673692,36.2210674920844,36.4322024653372,35.6939072540306,36.1022037045302,36.4434765372441,36.4378465713447,35.7144334290942,35.6411101800045,36.085282766222,35.6715659476688,35.8216888540134,36.4443194114085,36.3396656442159,36.4380694252568,35.9658758225612
35.4053023876125,34.4211662963127,35.2323654540472,34.4998469729788,33.0847047755163,34.2411671173651,35.0307038483378,34.4221299919119,33.7448239695316,34.6179341293835,0.544752226014503,35.0348980075844,34.4306567145306,34.1589933634107,33.4427825586694,35.0007694989837,34.9886262209032,34.7108607984569,35.0376888529721,34.8154753980716,34.7788904064687,34.7709240781277,34.8428885215131,34.2422729348104,33.891235959038,35.0350024800373,35.0020467307979,34.0073639449782,33.6767538005406,34.3369909257884,34.2034968508266,34.0357006096834,35.0916467564812,35.0897389124442,35.0845480487405,33.2100570343097
34.9904676869679,34.6051986096056,34.6453788762248,34.0134946445468,34.6873141753847,34.2189220705889,34.5290717609825,35.1518350118204,33.738621715836,34.5734294185536,-0.210507054281298,34.8045194457451,35.1479607433875,34.3162002988075,34.805997930143,34.8157881572226,34.7642397948798,34.8324660622708,34.9068253252049,35.1278322892091,35.125189321279,34.9751904856885,35.1493187211167,34.7411565175363,34.7026983561015,35.1478645727872,35.1265580763441,33.8834343718101,34.0639694686323,34.1989253029234,33.9783436546734,34.3767756793626,34.8833028923974,34.8789252139694,35.6396123857039,35.565918476052
35.1119372684679,34.7567791488852,34.584671696328,34.8761663018629,35.0380147551341,34.6871778854593,34.7991405062232,34.9896653573862,34.0950990880854,34.8999035670136,1.46927650206386,35.0344498742078,35.1303011444848,34.3132945117333,34.8681605018271,35.1741478600358,35.1653282906792,34.9781606270667,35.2026621544254,35.1697792419673,35.1753365528493,34.985846334982,35.2119222595089,34.9153552009261,34.8086709748433,35.4698625034722,35.4502413660416,34.7280265931478,34.6118392856113,34.535716144206,34.7252199569293,34.8736119483366,35.5146380993797,34.9553142692444,35.6457552872592,35.0688103572931
35.267147100316,35.2948319179087,34.7148792232899,33.7893690587123,33.183335782546,34.4113346843595,34.9333019139578,35.3912659374798,34.6887751841259,34.9187141821496,0.86679885417,34.9458536789578,35.1929011549083,34.6767034664905,34.7550338553154,35.1540200308769,34.9428152997413,35.1566221342971,35.1827758029659,35.2039225094155,35.202378143984,34.9691221664894,35.2050079135736,34.73870958291,34.9134348911895,35.2030528066318,35.1996024930029,34.1055695962172,33.8793761996062,33.7588577561551,34.0386238931651,34.441169660752,35.1840986342562,34.5178023584425,35.6519469221168,35.473099700161
35.2502523339793,35.3688278865592,34.6826971689268,35.156171935413,34.5547283308258,34.7178424912468,34.8712398313456,34.9792122088154,34.244562315783,33.0842568928966,1.02981105420542,34.9987151126588,35.0957791338892,34.2179879508811,34.4450392669251,34.9944767070686,34.9904617446291,34.9482458803156,34.993214212873,35.0913867009915,35.0939125465894,34.8148764533992,35.1197290878107,34.8874623712677,33.4985545397602,35.1149896762669,35.0900014371017,34.8279903110435,34.4564635619577,34.1113384318547,34.4930928028512,34.7101921564675,35.4530144264591,35.2828825076669,35.4499383773929,35.2413206240793
