"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","Cement..component.1..kg.in.a.m.3.mixture.","Blast.Furnace.Slag..component.2..kg.in.a.m.3.mixture.","Fly.Ash..component.3..kg.in.a.m.3.mixture.","Water...component.4..kg.in.a.m.3.mixture.","Superplasticizer..component.5..kg.in.a.m.3.mixture.","Coarse.Aggregate...component.6..kg.in.a.m.3.mixture.","Fine.Aggregate..component.7..kg.in.a.m.3.mixture.","Age..day.","X"
179.886601061614,32.0369331069743,91.5410651882009,194.687703996049,778.785382829156,175.218016293954,814.369221624729,181.345394344149,833.618934962927,9.54871165275242,824.804969996536,859.496727394709,7.77691392968993,14.6114608289233,836.980540624854,14.3099331986726,10.9420325210716,225.229000177895,926.867284355265,815.530917546974,162.750512699176,-0.0659956429603939,199.743700051623,180.925749712411,12.6072929098562,849.233003320757,845.92798424352,27.705886448902,15.1986589942526
170.152082835757,-13.1025116249798,327.000183792538,280.053738160709,712.968261395097,279.418104215304,924.060079021871,172.052961953379,920.202588838296,36.0521971649437,978.374000139886,716.285224485772,6.66450215987969,-0.204648903142477,704.930501976097,1.91049960913399,3.15378877204611,-25.7813429293689,872.550161924253,747.829994811515,290.311089129154,191.029178152204,0.0473714902228161,192.140065377192,0.0183002220106689,931.08574041252,717.184703180119,28.0245770402065,38.8051462318056
166.455710949199,38.5897791016386,320.924663676431,420.930735209821,805.504052394002,405.400009748859,933.429681836236,143.938799288863,960.583893572381,18.3882554616538,922.729661484702,846.801476348071,94.5655402446779,7.09883012337853,817.752762592784,10.5536211295771,13.1460920701431,-13.4610774319989,927.81241276981,823.484079500015,400.978231241244,96.3580171147141,0.291209572304366,147.117730820814,11.4446249287105,946.798390139093,850.359264744143,28.0735193412362,68.4163583060814
199.543594087915,55.5002853951885,121.169635621413,149.739656320551,668.250081911247,117.969364507595,1044.11986430883,186.325869350357,935.360663274205,-38.8294577638694,934.386070900604,656.028623469132,55.179825627077,5.57169190830704,691.123196115306,11.0075391286687,5.61517017458118,145.553077497999,959.064699778882,682.685778485086,135.101806606883,104.948664007909,192.18413391543,196.091432171333,6.04757339829107,965.36975970609,643.501673635038,28.1620407770845,21.8576615718121
190.120623739356,103.949686627735,246.812684869265,202.788508490871,728.942556634413,289.021110700705,1033.3826412523,207.662183899624,1092.12432405472,104.926709584483,1049.24083279138,751.453772349416,136.502997794186,8.67039567630341,801.503917243876,8.74506784060483,6.14288299649989,131.976400364175,1015.97928142938,717.491920528479,253.241635923118,-0.970954268510064,118.339536378152,192.760506108156,5.71795614397459,1043.03679132795,754.109066950758,100.218940318131,40.2180871385952
176.930756512443,61.3173515966805,141.562081100058,226.410727870771,749.350532591622,221.031072838914,1016.18793121446,153.347614223418,1143.271286452,98.8970926309591,1082.48236134414,785.259672599973,96.2508233381752,9.65621782457922,775.299383087801,13.965471787375,12.6669669707981,116.909331193968,1069.78236410065,777.664306878076,168.908616365061,41.1049650244543,124.754950694755,158.287411482422,10.862619851924,1081.50966032047,795.207482685748,99.3340137070642,48.1578215319509
181.379835419777,-9.7568388369562,196.695576579753,238.886876011203,730.165693845901,261.119255803568,1036.84428798191,170.100295663751,1097.37152290321,-28.5183062103531,1083.90366059289,793.414983740907,23.8366601512064,2.09238813875954,769.398819572747,11.5667400493803,8.75011582119385,119.660926397622,1046.95552460764,776.758718480685,231.477738006404,-0.190689934597861,120.932136336534,174.058556833462,6.71328569664277,1057.68557528979,779.186800880734,2.84013418995509,15.3263635333321
190.808032078753,28.1537332525922,333.662579817837,359.966134783354,693.901149353797,388.809326119274,939.680702578818,183.743048603448,1038.10716995927,55.4084787930154,987.556529187695,744.231363461095,22.10777468878,4.9861272443786,677.236290047471,13.2222246543232,3.4536804964383,14.7047503761868,976.594556507194,645.132023713878,314.782317570683,145.06641202966,-0.284874431543602,178.61414500215,7.94142137788528,1001.15820994363,689.088958112279,27.9945067858121,41.1728644260559
188.144778545302,47.8998109371204,299.98948305576,255.020934218002,867.533913018907,308.171933812516,925.33321697675,178.225831126472,993.661074331452,-22.7736164958281,1017.95294621513,880.061034824987,18.007132866871,7.68890065639295,961.631453570019,5.66453617663047,1.4824659870999,53.8304234599381,965.918533144542,868.528284814684,223.447674488337,-0.911346700207543,96.1591510718875,189.363524802603,4.45977497250056,967.057206047444,870.450054983132,28.2798395366364,25.2497823487228
141.514191631389,38.1799337645477,263.793968273485,313.647904282785,857.306041371776,264.905897061834,970.684787854284,156.841772318532,1003.22301159165,24.1605278010201,994.842337366124,912.572999187938,14.0480705625233,5.42333960097918,894.365565545896,13.0311897348951,9.11224967895546,20.8964297378951,1004.27923586918,904.712861946254,277.620808238614,-0.352532669585708,97.5296702139395,160.216153182355,11.7952863521134,973.201711075922,876.613627262208,27.2022564371875,48.5715509459802
