"1","2","3","4","5","Iy","PF","e","dIf","X"
-0.308726258745529,-0.114075857340784,-0.680068922673516,1.14176562254247,-0.147243313851483,5.69406818629355,0.97062317011485,0.0311273686576391,247.370818883949,1.42690913323657
0.671431504120384,-0.747614013850549,1.19182888931119,-1.23613269605423,0.501044543307504,3.8981078597162,0.741123421405129,0.260628772126977,416.430449190112,1.598620718905
0.426517305986992,0.758802798248529,-1.68712848445148,1.4710717566197,0.173037706301122,4.10072070219239,0.759322994885615,0.239551656627496,415.4404370851,1.5979420659212
-1.41255811904041,0.602381397681554,0.715555002822648,-1.04054298976537,0.0607193223015133,3.28631026190183,0.960749939528119,0.0394510782389743,92.2295373769223,1.27961386305917
0.252443696815337,-2.27404391505953,-0.315533457890217,0.918921395571699,1.48372601206271,3.39561678796905,0.661514087991781,0.339614548599091,383.568097517677,1.56453852175755
1.1570976145858,1.53900177140782,1.16489836182885,0.392782914118086,0.645217049450089,4.20558104131382,0.940280320123894,0.0585697626999068,155.933634830735,1.33370340080617
-0.655124688957676,0.434030146330493,0.777167607585956,-0.708458363131198,-1.68624437825382,4.88817076125767,0.751518132189521,0.249865881560771,557.60853093228,1.73870452770817
-0.78525999297872,-1.57548705838824,1.68054629369484,-0.226890018975287,1.227730592681,3.20523310014024,0.920569688714416,0.0810836796704138,102.80543347773,1.28003996698958
1.40564730518877,1.50964583214571,-0.541990941364838,-0.82303120013613,-0.415240237279426,4.68667176083042,0.967935522159913,0.031458876683266,183.986360164655,1.36409251957504
1.3681570709303,0.0662924875482571,-0.776689185995856,-1.48079137702857,0.741308270393787,4.59831941936902,0.700818244160449,0.298627532590503,644.958610140106,1.82076608314852
-1.23863374417439,-0.533517088497576,-1.29255173675761,0.700450461164251,-1.49292817287503,3.60342223079966,0.659644238453206,0.341836348725742,456.675510707323,1.63658611548672
-0.693793755325162,0.372706351534038,-1.02226713421379,1.87853322943574,0.160582966887618,3.90908153484999,0.981091055073161,0.0188238419536035,93.1197177618477,1.2790718510594
0.92529535093859,0.195826424183244,2.54407495166079,-0.2930488578689,-0.511259668595433,4.20193829298379,0.959758727044853,0.041349809717402,161.015313208734,1.34184883432369
-0.910320668585789,-0.63999255622849,0.962745319581684,-1.2236517856567,0.33059607883744,5.31019919111128,0.910364404305561,0.0913988429037881,172.826050041023,1.35814030449001
