"anchor_ratio","trans_range","node_density","iterations","ale",""
13.9174337515591,16.9849980640175,198.840630582367,69.6808340782724,0.759441757585959,0.0983155178842098
15.095471522361,14.9850295786148,200.37280280192,30.1421022733012,0.956193504901615,0.183808669434663
15.0514394577899,15.00497448882,99.699142855246,79.8970071310101,0.938224016366776,0.430124173394687
29.980843403791,15.0315431459132,199.839796126605,50.0811496075801,0.621730275987031,0.202189812871723
30.0490025578217,14.9996469723186,201.441149332622,20.1486073791467,0.950802148298454,0.243417679240119
13.9607095678077,17.0365564623615,199.711092018363,50.0313845516187,0.851962003352953,0.24264162374456
14.8883202917821,15.0347984544001,300.720151825427,59.9228284029103,0.654461918358826,0.0769803977493564
14.8735107769826,19.9847830728848,99.0753405803762,89.9560611091877,1.08246339772881,0.285899700058936
30.0311504505292,15.0558720257614,200.288951621696,80.0547709843336,0.580303921954043,0.136071012454221
29.8324920441922,19.9852964738114,100.388103700473,80.0219593059727,0.751779688636152,0.16948167853317
13.9966421125537,17.0092022157707,199.708473766341,90.1144110571444,0.658343766187809,0.0940577293533922
15.1109448748938,20.0117734696643,99.8829843260217,60.0139214687741,1.17199067416614,0.305695013844829
14.0805501723629,17.0013222405451,199.361786495109,60.2690805144745,0.898101659117789,0.231669830984793
20.0597089069301,19.9745907913054,199.739818090189,20.1630795510302,0.776692956102535,0.0789984622750499
14.9916209544052,19.9952741812685,199.909716221875,49.9319581397396,0.767725225745365,0.187334347719076
19.9653148173698,20.0028022334798,201.062277643756,30.2320705373237,0.641914065337521,0.144218091280691
20.1173717386599,20.0418098595531,100.017796023739,29.7899645730294,1.14619365641311,0.231859652868039
13.9496282685194,16.9978202893386,198.522671518855,80.2054578052824,0.697081104686412,0.111701731180052
15.0790167715809,14.9726438671084,300.31611946231,40.2863715002136,0.631475595157613,0.103652014612708
21.998694614052,18.0118974026683,99.5003347409395,30.2016142741094,1.74344281583461,0.543321489790152
14.9477842144828,15.0002400083239,199.918186800497,40.4748719923471,0.632400417037041,0.141412932052709
29.9621845593318,15.0204383912901,300.306519932326,40.5453376114627,0.395514687145828,0.0526698352106442
28.9004343315092,25.0143798712823,101.381539635701,70.0645973171122,0.654214705347725,0.168341269443738
14.9330406460937,19.956975230492,98.9212870265878,40.2072848008604,1.39457333598075,0.382666497643806
14.017782433233,17.0363310447582,199.785559089206,30.1528473799679,0.990559512716486,0.15030770275432
15.1101464992244,19.992061371304,100.347072867104,69.3702069582503,1.23149885897137,0.375487070761689
29.9759492650477,15.0537031444228,99.8345507157453,40.1392106715222,1.26651818583949,0.301538354981546
29.9053792872647,15.0556039562188,198.976562598197,59.7405628714962,0.60832944453516,0.155132799604186
22.0182601580884,18.0061147393024,100.609995112957,24.1949955887245,1.45435442478077,0.465678589747236
14.990250743404,19.9347574983626,200.720063163199,79.7585689102752,0.507813209659421,0.0551339580654684
30.0486256647465,20.0110925870474,99.5344661420694,49.9567374229028,1.31224951409516,0.319072818095821
30.0669265946837,14.9854153096034,101.619980452345,29.7324366176741,1.06584265784609,0.217419534369743
30.1114501781409,19.9915421854899,99.9301016130071,99.827122584263,0.804370762008641,0.208705284947516
29.9367087602185,19.9297897856384,100.276354584608,29.6946022825589,0.85464688554634,0.250128090170073
