"AT","V","AP","RH",""
12.1905152563842,39.5870711493789,1018.10745214606,55.0605455515304,471.363973529931
12.300280898434,39.8391824700263,1012.5058601208,73.3746978868654,476.380343431342
26.0850640144078,66.633506901714,1004.98982125566,76.262359770054,433.41522622419
8.22732388282755,39.5884559719425,1018.00443007599,78.5108933743872,477.854471209314
28.980806884451,70.5039992739142,1008.20385464202,73.3270469781038,434.249045769103
13.7846295383196,45.15668806162,1024.17035458838,80.4829675502075,465.398665820689
5.45172334073235,41.4196681658307,1022.32539340761,84.4847055752877,491.747170980307
27.2669426542035,66.5653772584095,1017.75733366067,69.4801427993574,433.516635409821
21.9682165734209,75.1594877593994,1009.15657497106,85.2154115869275,441.992986846302
27.8981372063961,76.0498117017973,1007.83818718374,76.1426530330819,434.526125311026
11.8550738397118,41.7043007917326,1020.08388636604,65.7402383777476,476.453347110719
14.6467659430021,43.9121695150262,1025.00227785589,85.2129756677908,462.954892115319
26.4213809049666,65.6676913804889,1010.65362663709,73.6513870110524,441.284001889388
28.9859392403102,69.3262435830828,1009.8034251955,46.7503720887578,434.969203504275
15.8943269074458,44.9220066009754,1010.27518861453,84.7193618098928,458.150579116118
29.5676490284848,69.5602765412069,1009.000410042,56.037347766437,427.859450835812
32.9203361592908,74.2286698743873,1007.53653218889,60.172081766143,432.18203555762
25.6897305784939,69.1053741154412,1007.63205179951,67.3840278315224,433.678248505863
30.2315681027501,67.4209799236317,1013.69501195539,32.7376168602831,436.682511687843
19.0715212959116,67.2247066844356,1013.1717729869,83.2065213842371,447.382761581946
28.816780087775,68.0661860094104,1012.10347372274,46.1028139692859,435.981989415306
14.8185225946529,43.5421292535511,1017.27345073465,72.1113404599726,470.937750155771
12.8189312090334,44.227800504469,1015.53337739737,90.4332115121795,474.128492655809
23.9329591493293,50.1845290766265,1004.88117284448,73.8863719066016,444.914573131368
11.5703813916845,40.7404105647355,1015.82767019158,76.0785190486859,469.107367303451
10.4327791750534,41.3290405035501,1008.54557251343,96.4911451433994,472.550288627313
26.3207365779097,71.4084683258061,1009.96811011472,69.7231061472162,431.684943055498
8.94297198646791,36.8764153217822,1026.56872048924,76.2601752498384,480.153881190791
26.8396367704164,70.1008112109102,1010.79019280864,59.1811523180077,445.117099227467
23.6980137469672,63.5637373351302,1014.49270266736,61.8855946107214,440.355356168164
27.0846846505885,64.5467176528469,1008.724135681,54.2046451817329,443.339069274993
21.3822998771021,50.6306680271883,1013.5693297132,74.4160824803855,455.390257701798
14.771689312017,43.5454359141168,1013.06380526317,85.6472482820263,464.406089310106
27.333549529995,52.4735664285435,1008.17991331048,58.7842683937677,441.809128104634
7.31284338187394,41.1775194352884,1025.46258419628,96.3505547732709,477.360282107632
21.2289077680044,48.3229471755908,1014.59147638244,63.2923581188346,458.103639118568
15.1606166095409,41.9434298123205,1016.85031687022,88.2499990070956,466.730598885265
7.73410952673178,39.178097408952,1015.4833461958,90.0058046030286,478.990830243595
15.8616256491154,43.5215586795889,1011.10530509683,82.4107674608842,465.243877456825
22.4964620422638,60.7194451194239,1006.38756478826,85.1918518718404,440.613243776174
9.98930444577612,39.5632633162628,1017.37909357288,77.5175803414281,481.684658985422
26.5528845082015,47.3321702059782,1009.13446221002,54.912887003028,439.194135503928
26.780725345936,52.3344491687846,1007.37984800353,61.986906778704,439.178799175233
