"Age","HoursPerWeek","TotalHours","APM","SelectByHotkeys","AssignToHotkeys","UniqueHotkeys","MinimapAttacks","MinimapRightClicks","NumberOfPACs","GapBetweenPACs","ActionLatency","ActionsInPAC","TotalMapExplored","WorkersMade","UniqueUnitsMade","ComplexUnitsMade","ComplexAbilitiesUsed",""
21.9792189494415,19.7980472012558,106.66222338425,120.553024659128,0.00552534284701916,0.000437069962161872,8.98091608736754,1.18323831522715e-05,0.000165774323394009,0.00334808035954734,39.5401588886594,62.1975842950246,5.6623633652937,22.8652161541722,0.00123172461208216,6.00544127635016,0.000401150607357943,0.000846370935824435,3.99422284420857
16.0045769435586,11.9614170694514,121.625465699076,121.607331614021,0.0036477384583375,0.000272886855670101,4.03278303311992,1.81024090729682e-05,0.000778648791445457,0.00252366770038736,41.6911612445333,68.0252188536638,7.55999313108484,15.0594719054335,0.00101869672252431,5.99716686065133,7.28856139907091e-07,-1.668002149965e-06,2.9985046654134
19.9929762047286,9.82229318507838,898.877981227059,129.597421955728,0.0061457658241821,0.000891233725071685,8.00522970306331,0.000221487360478382,6.72211069144773e-05,0.00425517534551063,18.5382854942018,50.9281722840631,4.58977244232813,33.0044406599235,0.000944740144836215,9.00549640776499,5.37740027806598e-05,6.77096902449498e-05,5.00407046229953
17.9937714378604,9.93357242900781,188.380978847763,110.441046860716,0.00453470316769656,0.000278210066763512,4.03446216026753,-1.18035967586033e-06,0.000657642724198294,0.00306079607219717,64.0874320007942,67.2163302666158,5.46998832496783,24.104631463431,0.000795973108975374,2.97689416874636,7.26951234739042e-07,3.14214024457377e-06,5.01483644727202
21.9723216442945,8.02651747892011,384.009850973606,127.160995916198,0.00359578203106141,0.000319678743398159,4.00863746648388,4.74308733314615e-05,0.00135661019582384,0.0045278446129182,44.8495389338224,51.0232179502692,4.31770064820818,33.9439695758985,0.00105722007811902,7.00027610173052,-5.37175387799241e-07,-6.65453348745308e-07,3.99492703660029
16.0340777216286,28.1527709959099,453.988671201084,45.968716131019,0.000148156246018789,2.06378987743558e-05,1.02999428004026,5.3333701854498e-07,3.84860012182042e-05,0.00226101696895076,75.374557076046,104.37419159407,3.81579894029831,14.0397582561692,0.000426345562414775,3.95644982032694,-9.66624455747494e-07,-3.60560602400038e-06,2.00987630269159
30.9038065276432,15.9442222226723,1141.08274070412,129.980028551832,0.00446740686330899,0.000406210101642911,5.01264045258994,6.91299297915277e-07,0.00178621478180759,0.00173212049904261,64.6454599593314,115.007581792285,12.1706822071153,10.1040762737335,0.000577200261597743,6.00804728517066,9.3930552761325e-07,1.28630973246804e-06,3.00228708751422
15.9993301421583,10.0568099376141,188.377397593603,156.266252681057,0.00598849528279096,0.000447686168124569,3.02020947375736,4.16584849094036e-05,0.000816872007714857,0.00374348394645979,33.2231368014461,46.023029502058,6.15369858778745,15.9660124960115,0.00188059803019791,5.02740687078085,-1.95928058732011e-06,-1.36852770043088e-06,4.0105600861926
18.0674969576813,23.8311248209441,1003.10858211931,175.081960217195,0.01574628745916,0.000619283880547009,0.968823762710652,-5.37719538058744e-09,7.4994087004341e-05,0.00352546338657559,34.9249199147517,56.9707443143554,4.94584347394748,15.0476519810937,0.000879820377317387,3.00433469022409,-1.55662272445474e-06,0.000288332476874283,4.99387491856955
34.065104129136,12.0573197897599,75.7545096058643,48.6286395667762,9.27142235943424e-05,0.00018427077844605,0.991158640600967,-5.53969213094022e-07,0.000418964212411906,0.00117811453692914,57.6108048717765,165.568160797442,7.94420744102231,10.0043141292636,0.00100779421556577,4.99807087331485,3.72735361467068e-07,-3.18628500953199e-06,0.989137869549683
