"1","2","3","4","5","6","7","8","9","10","Cement","Slag","Fly.ash","Water","SP","Coarse.Aggr.","Fine.Aggr.","SLUMP.cm.","FLOW.cm.","X"
16.0484355847963,80.6577513791756,152.8697269184,11.2449691794725,216.106027920748,877.374535725569,200.373620647892,140.17233455505,767.340556548055,54.3622563698128,144.308504436668,106.523150827224,135.336363071446,208.245678412461,10.0221312256213,751.216171936537,883.394772585039,24.5153243921977,60.8732870910842,26.0207385541118
-9.85273198593475,33.3734254367391,289.721730780677,6.80621930875008,172.241144166869,627.346728295302,172.741949122222,176.587822780986,977.662104590131,128.746949530425,248.666469206356,101.049728339503,239.609201736384,168.953411311895,7.75056640285565,954.57226273137,641.768718195295,-0.0435443683714989,20.1299418239463,49.9452485862685
24.2592157173229,-10.7875572429707,221.469445829867,11.1492171896013,185.709364438584,819.655485273816,170.651938128842,-3.77480632392107,794.384136103078,-43.9430033846705,166.216738090486,1.27240778372699,259.232562662299,182.978323607242,13.0375937723955,858.986859696295,827.540993863353,21.18647276639,54.1589947411199,40.3452252454851
26.0811783260836,94.4872566599801,85.2775346700724,6.10603063041954,205.896857631704,883.677218781566,192.057716294648,97.9556674071687,695.039217120308,73.2734757122676,148.894392732491,109.606363369944,139.073350347791,192.84992999827,7.00553689137065,767.03052566315,901.550177410991,23.7324943528935,58.0585129184063,28.0168874230211
24.3159808493027,100.2484855313,-39.0404308763593,5.41716299858983,208.168354359763,730.734876680742,202.410076802292,154.571688565557,905.034087215603,125.880170133963,316.839601576925,125.189674278473,-1.64750401507448,209.766629446608,6.04832454185014,860.289033604849,736.977062141829,17.3641776783787,48.2267224364545,31.7334000157361
20.1989988667264,103.352841908454,-128.17732924725,11.8132662143194,226.969060287525,753.987965036653,224.467748635573,81.7534329075555,855.407551603559,122.018576985671,313.176128012612,112.219316699644,1.00319197743144,220.202834978255,9.9813880049577,794.453002245072,789.087557455853,22.9199759579587,58.1231660230404,28.1901752903591
18.6562814968022,-14.2856494325434,187.631906584601,9.12851769036905,229.108205027321,749.876834579341,239.720364929279,-44.5832074115741,797.128481934724,-52.8563755873878,294.505957387458,-0.226337371024721,239.832016549919,236.212770951918,8.29109487986282,778.50866409159,723.151889018475,25.1115439528643,77.2354055232007,44.1155585694414
23.822653080623,62.3061758651309,-70.4689499503799,9.53795057410234,241.090171155817,728.545502253217,254.232770739113,77.2922914173075,771.853844434857,98.996244084494,291.544413176215,103.694303614819,0.402710919920071,231.061769446656,9.02299086883763,857.288236698899,723.08015001364,23.0607241655759,69.2173727706262,30.4039469233851
29.3380366021783,96.695082057791,119.089330484587,4.19813053604413,215.371289606548,734.857399024657,214.111257148601,164.858758878824,880.980846216509,152.961771301608,142.083530554962,130.978088399453,167.559252522948,217.006045313992,6.016872768395,890.519145469211,671.214277842217,25.0152149737782,69.0888480814758,26.4567056738308
28.9658523624528,183.5769211545,206.539166569392,11.2946477814958,178.044898790642,762.983482509447,165.648764547705,158.076335716343,860.616523733685,150.305520969297,140.223909707108,127.838196476493,163.212702490282,182.637505634639,11.9508187524392,871.378101213636,774.379275104219,23.708003375047,52.9751380081514,33.3145664626129
