"1","2","3","anchor_ratio","trans_range","node_density","iterations","ale","X"
15.9112681301203,64.1180252111922,12.5267182513421,13.9174337515591,16.9849980640175,198.840630582367,69.6808340782724,0.759441757585959,0.0983155178842098
13.9116807454993,13.9232122193995,12.9829162690037,15.095471522361,14.9850295786148,200.37280280192,30.1421022733012,0.956193504901615,0.183808669434663
13.1183151399853,61.6138867528541,13.2400479746059,15.0514394577899,15.00497448882,99.699142855246,79.8970071310101,0.938224016366776,0.430124173394687
13.2253675972168,68.6496061258762,25.9664228420085,29.980843403791,15.0315431459132,199.839796126605,50.0811496075801,0.621730275987031,0.202189812871723
15.2067771320692,-14.1679400894083,31.8687241132089,30.0490025578217,14.9996469723186,201.441149332622,20.1486073791467,0.950802148298454,0.243417679240119
17.097839713401,14.798141197841,12.2163090865259,13.9607095678077,17.0365564623615,199.711092018363,50.0313845516187,0.851962003352953,0.24264162374456
14.5002537064586,72.5093764508357,17.9955403861137,14.8883202917821,15.0347984544001,300.720151825427,59.9228284029103,0.654461918358826,0.0769803977493564
17.8903328298107,98.2517255616667,19.3754335262656,14.8735107769826,19.9847830728848,99.0753405803762,89.9560611091877,1.08246339772881,0.285899700058936
15.6055693771523,64.0460514339177,30.4173012919913,30.0311504505292,15.0558720257614,200.288951621696,80.0547709843336,0.580303921954043,0.136071012454221
19.9483891559094,99.3633402317383,25.5462063945543,29.8324920441922,19.9852964738114,100.388103700473,80.0219593059727,0.751779688636152,0.16948167853317
18.1493300282103,96.4120057205444,13.1895866599746,13.9966421125537,17.0092022157707,199.708473766341,90.1144110571444,0.658343766187809,0.0940577293533922
20.0614330400304,40.9563907653367,12.6662632872019,15.1109448748938,20.0117734696643,99.8829843260217,60.0139214687741,1.17199067416614,0.305695013844829
15.931853696406,65.2549509317672,22.7964584576172,14.0805501723629,17.0013222405451,199.361786495109,60.2690805144745,0.898101659117789,0.231669830984793
18.3659795656062,13.7267295474841,17.3301046445891,20.0597089069301,19.9745907913054,199.739818090189,20.1630795510302,0.776692956102535,0.0789984622750499
20.2117704067226,27.8509386750827,17.4304138274574,14.9916209544052,19.9952741812685,199.909716221875,49.9319581397396,0.767725225745365,0.187334347719076
16.8816572792877,31.8002762673711,21.5875549169436,19.9653148173698,20.0028022334798,201.062277643756,30.2320705373237,0.641914065337521,0.144218091280691
17.4624855654493,34.932370062752,16.1903386956117,20.1173717386599,20.0418098595531,100.017796023739,29.7899645730294,1.14619365641311,0.231859652868039
16.6235515727595,95.8876882526913,9.20914837641398,13.9496282685194,16.9978202893386,198.522671518855,80.2054578052824,0.697081104686412,0.111701731180052
14.473340857399,48.859959389442,13.1921185719319,15.0790167715809,14.9726438671084,300.31611946231,40.2863715002136,0.631475595157613,0.103652014612708
17.5423402777597,45.1645963433174,16.1757008764406,21.998694614052,18.0118974026683,99.5003347409395,30.2016142741094,1.74344281583461,0.543321489790152
14.1283371887692,25.6477572577857,13.2500476933892,14.9477842144828,15.0002400083239,199.918186800497,40.4748719923471,0.632400417037041,0.141412932052709
15.4544746098636,60.7155324719115,31.867147308296,29.9621845593318,15.0204383912901,300.306519932326,40.5453376114627,0.395514687145828,0.0526698352106442
22.4307132800786,77.5090061708825,27.9796818075833,28.9004343315092,25.0143798712823,101.381539635701,70.0645973171122,0.654214705347725,0.168341269443738
22.6457108546412,44.5575502087047,16.4127054168605,14.9330406460937,19.956975230492,98.9212870265878,40.2072848008604,1.39457333598075,0.382666497643806
15.587566344695,8.26614601426576,6.9904895936162,14.017782433233,17.0363310447582,199.785559089206,30.1528473799679,0.990559512716486,0.15030770275432
19.6827247130804,71.8576164352152,21.7533323848339,15.1101464992244,19.992061371304,100.347072867104,69.3702069582503,1.23149885897137,0.375487070761689
14.5882745778081,41.0728806979482,25.2475492709757,29.9759492650477,15.0537031444228,99.8345507157453,40.1392106715222,1.26651818583949,0.301538354981546
15.7963205184552,70.9828440858277,30.9075429570252,29.9053792872647,15.0556039562188,198.976562598197,59.7405628714962,0.60832944453516,0.155132799604186
17.5341967933466,34.0131603672958,17.785767566558,22.0182601580884,18.0061147393024,100.609995112957,24.1949955887245,1.45435442478077,0.465678589747236
19.8153804382444,96.7949283874729,19.6341400775079,14.990250743404,19.9347574983626,200.720063163199,79.7585689102752,0.507813209659421,0.0551339580654684
18.4472374354733,73.4249680658024,29.5931366667596,30.0486256647465,20.0110925870474,99.5344661420694,49.9567374229028,1.31224951409516,0.319072818095821
14.0738894497592,29.2897080730074,28.7782749933089,30.0669265946837,14.9854153096034,101.619980452345,29.7324366176741,1.06584265784609,0.217419534369743
19.9811340413914,110.665185340467,36.8941642236214,30.1114501781409,19.9915421854899,99.9301016130071,99.827122584263,0.804370762008641,0.208705284947516
18.0144472862789,15.1472729341764,24.2219828573992,29.9367087602185,19.9297897856384,100.276354584608,29.6946022825589,0.85464688554634,0.250128090170073
16.9515056572947,84.9564501373752,25.6684308157358,29.969215256066,14.9469372219413,100.452125390097,80.1907389461252,1.06667939009447,0.128558608505847
15.9576666488334,40.0040657510486,15.3819933548138,15.004764423173,14.989612295979,301.01984885029,49.9634177021579,0.593753768444793,0.0897567017815678
13.856481257019,79.6201361755079,29.1547988406389,29.9498207410683,15.0116141190257,200.301613588343,70.3595963727385,0.619183733755321,0.160203322625021
19.3994180914857,31.1253692175429,8.40685609762856,14.9657846713729,19.9629823141571,99.9009434722628,29.4451550676547,1.36394656953305,0.385751242459097
19.8195726545612,34.5697217481472,12.6823644282159,14.9740622876047,20.01636833997,201.151200623411,40.0771922423941,0.75046556850959,0.114252809952362
13.6452855274317,16.027218888805,22.961780020836,29.9597924121681,15.0206858750342,100.949818963812,20.343160992266,1.72124038580751,0.255329101277688
15.1695830367069,69.3456615240798,11.6429286119073,14.9005034780766,14.9730632481817,99.2998273932255,59.766618710552,1.35560634559994,0.607152140409887
13.1622374583565,100.342005283962,32.1897095522535,30.0006288555521,15.0191073992278,100.210748586551,89.7595408197734,1.07095332352406,0.443828161730272
20.2153570902178,55.4564981836107,21.3417067959312,20.0205066985942,20.0050331918048,100.708316720225,49.7736597265578,1.092233480383,0.393647839632929
14.9086465273884,85.3802197698791,14.5266687910897,14.9176932246328,15.01160160605,99.2173153770902,69.9074456472297,0.913595717027118,0.495490926970082
18.6230532975842,20.9229237535414,17.5527488069362,17.9549648952276,22.9524566514141,100.699852453823,17.9497345424005,1.43433585279822,0.300144529004474
13.6359063912834,26.5942522019623,27.547293654828,30.1537357980232,15.0428579910809,300.997919626883,29.4267198540705,0.449821150888194,0.0697731536046699
19.3069491388755,40.1706222410709,27.5301539841861,30.0213970771268,20.0552473655685,99.7868847115586,40.0429465486541,0.997242594339714,0.190143968929699
15.9166054811133,101.991488952006,31.1734986775013,29.9622708344249,15.0301032000748,99.3291149122234,100.044679753757,0.90096781251669,0.397673664019124
18.4119120172515,36.6646545345064,22.3146141975859,19.8725184064287,20.0318013560293,198.851090050589,39.9451717786673,0.582109837536316,0.113030862842986
13.5308547931465,33.7125164321885,31.5440224897736,26.9658310917585,12.0008910364458,299.025711115092,34.1137482346619,0.527204376543719,0.0938080496602451
15.9855107807912,63.0926261164256,16.5468048355513,14.9214057674804,15.0001229569217,98.9053821044353,49.9892864709753,0.930542165506849,0.598262752885162
25.4950644944901,14.4901566652528,6.89406858717062,9.93779456632998,25.0310918173358,200.344904256847,15.0544266412714,1.43778375918446,0.2344878385959
24.5777640329259,16.4968480645924,20.4500515634202,17.9632965085396,22.9829655307629,100.173999593626,14.1070410099884,1.91089342773789,0.439756608200637
15.1181802312315,10.3288110798875,12.6597531111955,15.0228855544556,15.0341544167911,300.438774986844,30.5907086303571,0.602893392371106,0.0948812351834305
13.5032292547515,40.6362279083617,16.4472782988242,15.0302372889608,14.9940034262174,199.630803372378,19.8050667725781,1.02709334170938,0.252221300801845
14.4031780011441,112.195481033343,8.20232384044971,14.9134671639797,14.9607082765013,100.472083603002,100.146636769859,0.830940443443947,0.277438208971568
22.7567215065589,32.636129703535,15.2745528320554,17.9987289757009,23.0229067931269,99.8211453223036,24.1660298327979,1.05162773042687,0.310864840990043
15.6580387943406,43.7179789345793,33.0767810862975,29.9829967903053,15.0057945506792,299.937239564014,50.2537506122126,0.446676655592111,0.101706183878904
24.7392182788654,55.094323405128,25.4158401537644,28.8526821641141,25.0192995682298,101.588923617955,40.0281596898414,0.780624788894779,0.351458657971583
16.9222623600303,69.1656265154962,26.8903607301698,30.0575737659319,20.0393912571847,99.7341096701199,69.7584936260427,0.742744678062474,0.0995286275970625
14.0074177034658,35.8731822663072,14.2112757396238,15.0450939281163,15.0473064281223,100.348405293001,40.4029793419632,0.969288314519869,0.522018157905789
21.0855773031015,36.2989693219587,24.6606560135178,21.9550066980359,17.9796285604275,99.8260576034045,36.2146698478961,1.37312758217488,0.366965290292506
17.6919011387902,43.0780656345596,23.5771562798472,22.0044760788562,18.0178995951382,99.7394451947832,48.0599068313987,1.18964534265063,0.352609987728557
20.3565402156552,12.7983835058339,18.0110917025326,19.8961576609111,19.9791795977921,100.868597495138,20.3476128649667,1.42561680069532,0.434264006252203
12.7438239497767,59.1691293106377,26.8630741236078,30.0309857758532,15.0270483352301,99.8363456300107,49.8277261850037,0.809768218521395,0.254530260421129
18.1340231952856,106.448444520791,9.65051206682456,14.9777146526061,14.9833550082288,199.141034381995,79.8430378686158,0.576345228420081,0.142899166059371
16.143498550867,85.1673270050145,15.9826035081652,14.9822101870731,15.06099064925,299.251802635403,70.0729978751933,0.541962570409566,0.0714385260696729
18.1263279190294,58.8241371950339,20.1890536015843,21.9724686172057,17.9269288424351,100.710900259923,42.2815737180102,1.53610961018346,0.408365136097959
18.2792645360168,18.0651258924838,20.1900857331413,15.0149785610395,20.0167117289433,199.951941194232,20.1868891001164,0.696314070412671,0.109121838297227
17.159227229966,31.5415529998227,14.8132434434603,14.0748169669219,17.0052040690265,200.504672650593,20.3192740047982,1.09760764613624,0.199208249673128
16.7933263869194,36.9370776115385,33.5858446500913,30.0006296470602,20.0415759278478,99.6048055809407,60.0723270354409,1.09310838777689,0.307716756937787
19.1287786876729,107.897026769363,11.4153488232265,15.0002375532959,19.9731635508622,100.859416501282,99.7759034728168,0.9810783303611,0.320700032914177
12.1179708504925,11.8125810995637,15.3946339772903,14.9684935769245,15.0030039798953,99.5429903594412,20.2315179638084,1.97557368657478,1.09317662016824
