"1","2","3","4","5","6","7","8","9","10","X1","X2","X3","X4","X5","X6","X"
2.50210083877329,2.53185535755716,2.99310775512008,1.28119337682934,1.22480658486069,1.12790134655394,0.337051449451594,1.60446013951921,2.95646830109385,0.949200635982168,2.95582461865075,0.8789282945105,1.53601951348441,1.00677550104432,1.00103355370787,0.772731852083226,5.24265835614259
1.91765702342671,1.67595166622872,1.74492442075151,-0.4888987519964,-0.0986345046937646,0.938743800389477,2.43502059732741,1.26023155345714,2.18439797941569,-0.264083437809881,1.78483430687724,0.564837411286377,1.18619273325112,0.986823839616468,-0.00642409705137501,2.02333738574927,6.06561198790843
3.2679731182988,3.16646954985123,2.76539508052889,1.13580218309821,1.71624653675551,0.153541286154633,1.42581126370904,1.53601096981616,3.0728280868423,2.10997756886141,2.96122333828583,0.964351154928521,1.25744943237912,-0.00462316576298957,1.98610132339966,2.03960324271627,4.57325374205973
4.35891851330298,4.30444044042098,3.91216186445167,1.6695475187061,1.57608175684596,0.503576876351196,4.31972322088436,1.26875888702983,3.97223782462718,1.88607447133554,4.03311493590756,1.11465916421403,1.1052556205699,1.00751110178435,2.00915453715174,4.57405692945496,7.63911521993794
3.73321796750625,3.0581062132567,4.05232268075898,1.49807462547817,1.43950441445246,-0.219765828122489,6.90356043549958,1.33112657984725,4.02542132878212,1.27795699963483,3.98896184744977,1.30305461554836,1.40557869861719,0.00554969532853241,1.00127657508609,5.17210740897578,4.24011423751664
2.83832913277319,2.50056233409863,2.81500411608221,1.32869039480781,1.12722741957097,0.0291737787773657,0.560196982109232,1.11934339493741,2.95304780859044,0.759749382464878,2.69118212006327,0.329120334940614,1.58105810462576,-0.00608120775175964,0.981975066695399,0.577781421314288,2.91645057875853
2.00096727728317,2.19336499096889,2.17550508356032,0.00732252298448198,0.143318459496884,-0.0299170049381503,4.9568603350448,0.69519252274528,2.19103505482443,0.120106059871623,2.08439987302789,1.07727796379875,0.896178055260008,-0.00370824103354417,-0.00470389565527905,4.07268668362384,4.8837156682995
3.45406468957756,3.59876509536062,3.16268396200816,0.764241851358471,0.470681734788015,-0.510160267005949,2.15800680808415,1.05265301773049,2.88286282035453,-0.223972221729356,3.24447816346374,1.12375316595969,0.991924842626617,-0.0180432932951751,-0.000331511397686112,2.69225469651599,5.36408085086606
2.5865144819238,3.45351184423421,3.07762143382139,0.188543753138953,-0.668393494543859,-0.0629446005178914,-1.69780817990806,2.3059378220104,3.31342703674232,-0.218948606639435,3.15645334496862,0.635926569575324,2.13106162527453,0.00552982059977555,-0.00345438322537783,-0.93277651011054,1.09577226531897
2.73216849788162,3.2610224328583,2.89506206460451,-0.0648560823398332,0.269291805702875,-0.00151361281657656,4.57603373494228,0.761409880341727,3.318332978437,0.820936538099921,3.22748483584095,1.50473336593527,0.871611475971882,0.000466954431268458,0.00805067941781226,5.16516746309393,5.85619510137638
