"1","2","3","4","5","Cement..component.1..kg.in.a.m.3.mixture.","Blast.Furnace.Slag..component.2..kg.in.a.m.3.mixture.","Fly.Ash..component.3..kg.in.a.m.3.mixture.","Water...component.4..kg.in.a.m.3.mixture.","Superplasticizer..component.5..kg.in.a.m.3.mixture.","Coarse.Aggregate...component.6..kg.in.a.m.3.mixture.","Fine.Aggregate..component.7..kg.in.a.m.3.mixture.","Age..day.","X"
0.167765263195052,0.346117247802039,-1.45167862033446,1.61418856528181,-0.669060167715578,162.750512699176,-0.0659956429603939,199.743700051623,180.925749712411,12.6072929098562,849.233003320757,845.92798424352,27.705886448902,15.1986589942526
1.49380029986696,1.68048178959633,-0.0834520086603698,-0.851136126373926,1.65018287516222,290.311089129154,191.029178152204,0.0473714902228161,192.140065377192,0.0183002220106689,931.08574041252,717.184703180119,28.0245770402065,38.8051462318056
0.247651716897283,-1.26686177477691,-1.55711523886071,0.114743420520026,-1.46401439295843,400.978231241244,96.3580171147141,0.291209572304366,147.117730820814,11.4446249287105,946.798390139093,850.359264744143,28.0735193412362,68.4163583060814
-0.295516290901468,-0.941787426494414,-0.54057404721037,-0.123954712657666,1.0096009731521,135.101806606883,104.948664007909,192.18413391543,196.091432171333,6.04757339829107,965.36975970609,643.501673635038,28.1620407770845,21.8576615718121
-0.12587969242469,0.475235970502994,1.14250763774608,0.192313943523827,-1.95912588300241,253.241635923118,-0.970954268510064,118.339536378152,192.760506108156,5.71795614397459,1043.03679132795,754.109066950758,100.218940318131,40.2180871385952
0.159112350056953,0.374382455503739,0.242469126142004,-1.20452624659228,-1.76620791539171,168.908616365061,41.1049650244543,124.754950694755,158.287411482422,10.862619851924,1081.50966032047,795.207482685748,99.3340137070642,48.1578215319509
0.483893219949141,-1.00655236105596,0.0416690446136978,-1.08089219232302,0.571476219489525,231.477738006404,-0.190689934597861,120.932136336534,174.058556833462,6.71328569664277,1057.68557528979,779.186800880734,2.84013418995509,15.3263635333321
0.591052973663307,-0.39006873852817,0.68513075789138,0.0383797058070436,-0.824725871528749,314.782317570683,145.06641202966,-0.284874431543602,178.61414500215,7.94142137788528,1001.15820994363,689.088958112279,27.9945067858121,41.1728644260559
-0.834477319447328,-0.561001778499194,0.211148609021158,-0.309514469470703,-0.240107706641214,223.447674488337,-0.911346700207543,96.1591510718875,189.363524802603,4.45977497250056,967.057206047444,870.450054983132,28.2798395366364,25.2497823487228
-1.01203676091621,-0.334863144567252,2.16656418577024,-0.321318216005174,-1.04936493016804,277.620808238614,-0.352532669585708,97.5296702139395,160.216153182355,11.7952863521134,973.201711075922,876.613627262208,27.2022564371875,48.5715509459802
