"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","anchor_ratio","trans_range","node_density","iterations","ale","X"
137.139587134904,83.8746916855841,0.560268293204603,15.8561424703336,12.6419297720212,19.3950343523861,57.9535572799646,73.4099654384073,183.959426920051,17.31654964632,64.9945166934897,14.9061721359849,56.7551898405088,14.7487114700658,16.7725626468881,14.1706051545505,71.3828312635433,18.3033650792763,20.111668691065,186.783859786572,13.9174337515591,16.9849980640175,198.840630582367,69.6808340782724,0.759441757585959,0.0983155178842098
171.488320845718,20.6541947582117,0.738488097525173,13.1353130468984,23.8854557934608,19.3280584572345,50.138688345012,27.0311678920427,213.429493428187,13.6983531725774,25.7057973364167,14.1842055724451,22.8133500733025,12.5628238907816,15.5807947277662,12.3974377764005,35.2546369056931,16.8897232003685,13.9714371027367,191.176064096154,15.095471522361,14.9850295786148,200.37280280192,30.1421022733012,0.956193504901615,0.183808669434663
163.148399887868,89.9223955244947,0.885936389140873,16.3889889596821,15.8723750175953,16.1270206880727,99.5363745792553,57.4540509003574,84.1009807182011,14.6540619637626,89.2650771231818,11.9270490464512,86.8611945444748,12.9513326677839,15.8537161186532,17.8804935612695,93.2098883425494,15.556142220709,14.40634499047,137.082052957344,15.0514394577899,15.00497448882,99.699142855246,79.8970071310101,0.938224016366776,0.430124173394687
140.463998201037,42.0720909421267,0.533188721685097,15.9619191498298,33.4108593368011,13.4348857547376,48.8100644863125,50.9756656707791,227.459703764446,15.726362496887,19.2270768498391,35.8993538430956,54.004181642531,18.0842828153033,15.164099703879,26.8203230354931,54.2348839830122,15.4461769988686,12.3213616835286,218.524736463592,29.980843403791,15.0315431459132,199.839796126605,50.0811496075801,0.621730275987031,0.202189812871723
209.250373003721,40.3132968243655,0.801519630097301,12.2938065067896,28.1562385171935,14.9934287087519,42.4405932973204,4.05910453924953,199.930872010414,14.7196241803712,17.5876286415098,32.2415647462896,24.2838569902051,14.7278306314698,15.8901036870137,34.2728506793474,0.537275000700745,13.6953992173787,14.1604773781715,252.195527233668,30.0490025578217,14.9996469723186,201.441149332622,20.1486073791467,0.950802148298454,0.243417679240119
210.787768586536,72.0159947439459,0.734652034004398,17.3263859214654,16.4616338064933,18.9150189437466,64.5015518880156,63.7031452162896,174.231587553305,15.2633545730022,54.6600869454868,12.2843810027009,35.8090571451616,12.8856158433956,17.442034242409,10.3047051847733,67.103913930008,17.0788435217194,19.1693974550836,260.772489124563,13.9607095678077,17.0365564623615,199.711092018363,50.0313845516187,0.851962003352953,0.24264162374456
308.307627498261,73.8149598519148,0.902903822392545,13.2281363185698,13.9763740743238,15.0898303198042,49.0672288010684,64.3465837645161,330.978593012075,14.8435886675353,55.6586903249295,18.4880160235141,52.008652200774,16.7617137483482,14.6619743412187,12.572644415233,86.8270879202119,18.6649496403741,14.2703909928366,302.845717121654,14.8883202917821,15.0347984544001,300.720151825427,59.9228284029103,0.654461918358826,0.0769803977493564
129.393400978614,88.0786088674786,1.15947656544997,18.5307231242983,13.8999630805029,21.1167282069157,90.6085383815503,83.9640532916573,54.6207225582663,21.3263990165084,82.4675464341677,16.0874124506527,98.2758816499634,18.0579119354791,20.16723348229,19.14711634221,115.068502252578,24.1751343214617,19.9712305763914,205.868228245443,14.8735107769826,19.9847830728848,99.0753405803762,89.9560611091877,1.08246339772881,0.285899700058936
214.007623998689,76.1040268078289,0.593238438368619,17.4987764025605,33.7679050214229,14.6962223926354,61.2871758608202,79.5369365956744,247.614398402691,16.049989410204,75.1041249521726,22.9551341727669,83.8852640051863,14.1497110818159,13.4114633433798,27.8301017857207,77.1786730798388,10.8108093202685,15.9774273877991,135.067193969417,30.0311504505292,15.0558720257614,200.288951621696,80.0547709843336,0.580303921954043,0.136071012454221
113.923408637508,70.0649278818735,0.834642829522919,20.1399013322006,27.1844301095892,19.7207518971636,64.42121884312,85.6719249733204,45.020886798858,19.2594226240347,70.3778442689033,24.8963543631846,88.5752021660857,17.9928367434042,18.3123574652497,28.4957322553645,88.6512017311689,16.1050401760339,19.5823944432831,44.0183375450483,29.8324920441922,19.9852964738114,100.388103700473,80.0219593059727,0.751779688636152,0.16948167853317
202.221159732722,89.2712805310547,0.928894069683923,14.2733965536783,14.1637070034577,16.1712798134541,99.1659953557874,90.5637187863828,191.458000922251,18.0296055685554,109.229158419665,20.130307375776,90.2740377176531,13.9395101443165,17.541617368838,16.2907898014934,69.6861993437861,15.8741063397417,18.2770388261733,158.796089167921,13.9966421125537,17.0092022157707,199.708473766341,90.1144110571444,0.658343766187809,0.0940577293533922
128.262754301854,68.2832861304792,0.913303867614536,18.3212473743323,17.904692790531,19.2695455069169,51.1120226780655,73.4398557063043,67.7500745819566,17.9947886059452,70.737680698636,14.8134963887975,52.2982267871326,21.1524974846255,20.6629283045262,18.1842986535644,39.34836360785,19.6990092279238,20.2380791460065,73.8490010422933,15.1109448748938,20.0117734696643,99.8829843260217,60.0139214687741,1.17199067416614,0.305695013844829
175.397902451861,72.0150311985822,1.14675956498623,16.1193181843173,21.8356724767569,15.2953882388215,68.9871235889197,65.9530248381702,178.117202480417,14.7978467419667,53.9921946481469,12.903823076255,62.1459303588717,17.3250030775591,19.2193023259245,7.29001082783012,53.2055712244874,18.1521100017457,16.5003047097854,290.443097935856,14.0805501723629,17.0013222405451,199.361786495109,60.2690805144745,0.898101659117789,0.231669830984793
175.560358773576,34.1772114361218,0.347670305661327,17.3369126109016,19.3490608786113,21.130838044909,27.3247390715613,10.1465142370235,171.477857134486,18.9397108559581,14.8090587842776,21.6750701414688,12.9046167840546,21.7274179829418,20.3134609563728,19.5008798353805,41.6347735265329,17.4598150419804,21.5693396895534,191.24183870316,20.0597089069301,19.9745907913054,199.739818090189,20.1630795510302,0.776692956102535,0.0789984622750499
216.678364536751,57.9471904131639,0.955881846022784,18.6074915057525,16.0085314812662,21.7801575113932,24.3496989089019,39.5987441957967,177.858552204715,21.4068713702862,49.3427427120393,16.0147679007518,53.5708566907,21.0440830901409,22.9706897742066,15.7938822800045,48.1802258078492,22.9571385797921,17.7318654836772,171.575076129127,14.9916209544052,19.9952741812685,199.909716221875,49.9319581397396,0.767725225745365,0.187334347719076
154.147476770424,21.2502847859642,0.499377685882545,16.7397164637079,20.8259264845051,21.9190780803924,39.7991867755369,29.8363045075977,195.31111264792,20.9319515471338,26.9718813254545,17.8844365226464,19.5813612055243,19.4947206390674,20.8343139004548,18.5929176031693,11.0154055423312,19.209762875257,23.6908139318038,180.170623998799,19.9653148173698,20.0028022334798,201.062277643756,30.2320705373237,0.641914065337521,0.144218091280691
