"1","2","3","Cement..component.1..kg.in.a.m.3.mixture.","Blast.Furnace.Slag..component.2..kg.in.a.m.3.mixture.","Fly.Ash..component.3..kg.in.a.m.3.mixture.","Water...component.4..kg.in.a.m.3.mixture.","Superplasticizer..component.5..kg.in.a.m.3.mixture.","Coarse.Aggregate...component.6..kg.in.a.m.3.mixture.","Fine.Aggregate..component.7..kg.in.a.m.3.mixture.","Age..day.","X"
188.581205361173,164.814767965338,810.440993080817,162.750512699176,-0.0659956429603939,199.743700051623,180.925749712411,12.6072929098562,849.233003320757,845.92798424352,27.705886448902,15.1986589942526
-28.1158769940797,265.190237265867,962.878119141097,290.311089129154,191.029178152204,0.0473714902228161,192.140065377192,0.0183002220106689,931.08574041252,717.184703180119,28.0245770402065,38.8051462318056
-2.77600345471507,461.317622642858,940.139977390476,400.978231241244,96.3580171147141,0.291209572304366,147.117730820814,11.4446249287105,946.798390139093,850.359264744143,28.0735193412362,68.4163583060814
190.290929374008,223.005120297521,926.32899788113,135.101806606883,104.948664007909,192.18413391543,196.091432171333,6.04757339829107,965.36975970609,643.501673635038,28.1620407770845,21.8576615718121
186.025365274885,250.733724783417,1074.85620089416,253.241635923118,-0.970954268510064,118.339536378152,192.760506108156,5.71795614397459,1043.03679132795,754.109066950758,100.218940318131,40.2180871385952
107.400114352556,174.346601909475,1077.08732631586,168.908616365061,41.1049650244543,124.754950694755,158.287411482422,10.862619851924,1081.50966032047,795.207482685748,99.3340137070642,48.1578215319509
102.002657219857,225.795760241384,1060.59557659282,231.477738006404,-0.190689934597861,120.932136336534,174.058556833462,6.71328569664277,1057.68557528979,779.186800880734,2.84013418995509,15.3263635333321
-41.2622951913924,370.348767880344,1015.44647176536,314.782317570683,145.06641202966,-0.284874431543602,178.61414500215,7.94142137788528,1001.15820994363,689.088958112279,27.9945067858121,41.1728644260559
77.8763094152945,196.812948832142,982.149152881123,223.447674488337,-0.911346700207543,96.1591510718875,189.363524802603,4.45977497250056,967.057206047444,870.450054983132,28.2798395366364,25.2497823487228
106.112387121555,308.461600658589,1003.43126579501,277.620808238614,-0.352532669585708,97.5296702139395,160.216153182355,11.7952863521134,973.201711075922,876.613627262208,27.2022564371875,48.5715509459802
183.264832064522,159.45676524413,932.693245877874,144.235268589167,1.01452475544182,174.831510710988,158.574024803393,17.8844932874273,941.452071606108,845.261537337965,27.8689290764,15.5250232393258
-29.2548113386978,100.018146111369,939.456206300903,168.400692535153,155.235203087183,0.82105592318968,185.753374173968,0.0650757045312545,1027.49143027148,723.944818128327,7.39307123357301,10.6104213450192
103.658498656891,187.477925238602,1032.05271589533,251.097451083233,1.02758927736243,118.014066004975,188.360121487388,5.84814942361603,1027.61998484456,756.911022257145,27.4919577988489,29.7339137551775
96.2838413307475,253.523563864366,858.49434675125,236.451076064958,91.843827441953,70.8901263041195,246.683001157553,6.00257033947412,853.391821918865,697.026429923481,27.3930680100684,28.3355952683206
118.055689328143,246.603194209063,1041.1969569992,147.456369442367,-0.618369974602154,137.08977970771,158.584174872244,16.0405685843213,1001.97662115721,830.723286505735,28.3450526341831,17.642441619081
