"1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","AT","V","AP","RH","X"
52.2162751978887,49.6828899334219,10.5611771807705,38.1390649406984,21.0337158802852,1017.44501180595,53.7474144576734,41.3190681432014,1019.72052086987,54.3036591353896,33.2325602447087,16.7102383657667,38.978794668732,44.0715474796446,1017.18921460958,45.7333094542867,1016.59078951236,59.2040813586174,44.3236343512928,36.0521233972644,12.1905152563842,39.5870711493789,1018.10745214606,55.0605455515304,471.363973529931
78.239870851211,83.9816965578796,17.0618306080276,41.0662618228545,12.1475995891223,1007.97213954553,80.6852210257346,37.8361539503446,1016.65347648172,67.0439964605964,40.4596624454725,14.2102830646401,29.2035002603078,38.592423133145,1012.6904999366,76.3730815704189,1011.00527075816,75.5333832381069,67.2577490878885,45.9183136068837,12.300280898434,39.8391824700263,1012.5058601208,73.3746978868654,476.380343431342
83.8215155040534,74.2526878574665,23.7131484049887,61.5142809101754,28.2172430830468,1003.10261380695,73.4209368435153,62.7092999433794,1009.63414175844,89.6462332293848,57.0382733139719,24.6532256858934,62.9148040797059,65.6623471068526,1003.12522843525,66.9318373056887,1000.99939783888,78.2921137355778,92.5028759559409,57.4018967329977,26.0850640144078,66.633506901714,1004.98982125566,76.262359770054,433.41522622419
72.4445226248088,70.7682948928659,10.1707492322106,37.3880981510178,11.9607605797618,1020.02709494921,82.6753603996841,40.9949448497692,1021.24832918908,75.4239914252996,39.494549379659,9.80253418496192,48.9149538306852,39.7361899476553,1019.95581047694,72.3825340116306,1016.29420485411,82.6510441766647,76.1295597811907,46.4204569102274,8.22732388282755,39.5884559719425,1018.00443007599,78.5108933743872,477.854471209314
71.3916559029788,77.6174037751691,29.4493906379913,69.6927781758253,24.6557144312356,1009.56261264231,84.2125628404565,64.3623239295398,1006.17774675966,69.4455587262616,81.6745974999036,25.2646454951224,72.0600546376526,58.2905826547124,1008.18180832971,87.6217525770601,1002.86652956069,81.2986175066502,65.9570050233597,72.8436439155985,28.980806884451,70.5039992739142,1008.20385464202,73.3270469781038,434.249045769103
89.4501593966747,70.8032572920689,12.4080859720641,41.0425203850873,13.6280812577008,1030.63913174505,79.1918515647771,54.0546577519656,1023.66425316694,86.8522771762884,32.7720536628258,14.0403349175835,39.9323488223598,37.7283834258246,1026.14486913741,75.2700070649823,1027.58320222878,79.3413307842629,81.2861964189142,45.8020398248966,13.7846295383196,45.15668806162,1024.17035458838,80.4829675502075,465.398665820689
74.9263882384764,73.0226163758893,4.66970114089559,35.8133275297311,12.9065734318205,1023.98936470559,83.7844307355766,43.5770520886461,1029.09296485257,77.164184107779,35.665144277432,1.69285100102682,40.2507777922706,33.0791895754411,1023.63082221435,88.7256883907164,1025.68077796667,85.0736867529529,85.1630924384172,41.1571423921704,5.45172334073235,41.4196681658307,1022.32539340761,84.4847055752877,491.747170980307
78.2927166088297,61.6897568872277,27.6129256440816,71.6726731965973,20.1512387670452,1020.47001553476,74.7689610785964,71.1125327761701,1017.38071939954,74.5694966943684,77.0306024576857,24.5938518312342,57.6778570872927,62.9228837406823,1017.84609735865,64.8023189806245,1017.49384161091,69.7632337329518,64.9204188765234,60.4522517171445,27.2669426542035,66.5653772584095,1017.75733366067,69.4801427993574,433.516635409821
76.8310282104001,88.7563890092413,27.3909392911685,78.2589023429952,17.5593206186821,1005.67271942763,80.2804960399873,72.6461543029889,1011.91623145978,91.6158536426137,76.1786269436219,28.9177035004856,82.69132095722,73.7125460237038,1007.52266095472,86.5160258462504,1011.84760942771,88.1825633250165,93.1775093111742,72.3532558993502,21.9682165734209,75.1594877593994,1009.15657497106,85.2154115869275,441.992986846302
76.6544294571213,76.8476437307543,27.7010140796568,70.191564282014,31.0536648795999,1008.40770233179,70.7869628342456,81.3077608342499,1006.38306528917,73.5869756160625,74.1053222255832,28.6203140154207,78.8057724751121,79.6246925226023,1013.29652992588,79.8812347118601,1010.87653770892,69.8889747604087,81.8744618363468,80.9690799918217,27.8981372063961,76.0498117017973,1007.83818718374,76.1426530330819,434.526125311026
76.4123593402746,66.5487905200319,7.28516290246042,39.0130064601321,11.1446751213897,1020.14240893077,69.3117082942987,46.1682068666717,1020.54179461257,76.8143876795502,41.3281834566061,16.7746102889082,49.0744424259919,44.3670137677807,1021.02673398759,65.6859278561077,1019.47586403949,57.6275683234787,62.6822228271924,45.7678839124104,11.8550738397118,41.7043007917326,1020.08388636604,65.7402383777476,476.453347110719
75.8817563394984,84.163461457642,13.9187013729371,46.3968259842228,17.9748828157928,1024.28709397322,85.9424270955895,48.7707527465852,1027.98127610918,84.2806651679066,50.6353089062466,17.4071097996587,55.0713263733228,46.6859646518179,1025.96452644174,94.5321799867278,1016.7227266123,86.6830667220127,87.4049301202106,43.1850855272196,14.6467659430021,43.9121695150262,1025.00227785589,85.2129756677908,462.954892115319
74.9241648997438,79.6235644693581,25.6184436693096,76.4223948839738,29.9899273683055,1011.74977994752,53.5104874243869,73.177315918366,1013.31742109174,72.7694334384491,64.3795415064735,21.9706849198917,64.0073776940388,64.3265223117782,1011.08803312251,71.1856703692351,1012.25566189658,87.2764485785633,70.9480317951174,55.5007188612755,26.4213809049666,65.6676913804889,1010.65362663709,73.6513870110524,441.284001889388
37.255410990289,36.2793819239,31.0942930195346,68.2672770383937,24.4276827176003,1012.12898325818,40.8157078156904,70.9350675997836,1009.96824123044,48.6159219477152,75.3034576456461,29.0722223464495,72.878043269386,68.8490215878398,1016.3177551894,51.9242091618895,1013.65588105692,49.9859859004899,49.2921740641901,70.7970984055308,28.9859392403102,69.3262435830828,1009.8034251955,46.7503720887578,434.969203504275
93.210912667479,83.5624924959974,17.2408196198619,36.5938227015835,15.5900172769493,1016.44784372177,79.3179699589424,51.3801345935611,1010.8139570714,84.5911948962485,39.5557231003862,14.7573996187387,35.9223779210561,47.8551742858521,1011.99207282001,94.0970508303821,1016.89913497076,82.3692948134196,87.9893146310521,43.0543249367587,15.8943269074458,44.9220066009754,1010.27518861453,84.7193618098928,458.150579116118
