"1","2","3","4","5","6","7","8","9","10","X","Y","month","day","FFMC","DMC","DC","ISI","temp","RH","wind","rain","X.1"
54.4463662031371,4.86212456006686,147.21177619847,-0.104081061630895,4.28376596740984,4.03585009831118,214.045425425393,96.2291862538919,21.6156675703502,56.5697605085335,6.99815954044186,3.98955299285915,7.02414972209896,3.99107718534552,94.3588869007058,96.132641052683,205.44994224824,56.138246355375,21.0066266037492,44.0493499882599,4.49052931183432,0.000508677793767651,0.186964834281131
42.2557122157116,2.01042621571621,182.967722829761,-0.0124927481430266,6.81739387811182,4.729931666682,521.169647614516,95.07232364148,20.1633203938423,16.9924576058319,3.99157645099119,5.00397592716728,1.97323755863911,6.99374499026077,95.2643831426714,217.271537673832,693.617172644638,17.9969583692965,23.3574943149257,49.1667507049512,5.39010847842266,0.00506502357249914,5.93234202512751
43.2649356320803,1.0649126979478,137.122098761551,-0.0251371799755627,7.67006439791771,5.35598370700495,609.053070533153,93.1321867606311,19.4147966561324,12.918288561999,1.99601288835777,3.99220134659085,1.97364571057992,4.02669347640471,91.8053518465857,174.423990859211,697.760322166592,13.7653642962882,22.5054209635281,54.3497807416618,7.57805669415747,0.00074853018029073,3.51548384422015
50.5390840204807,8.61294558352173,67.8214873990169,-0.0548342373583312,5.85980795901324,2.67333569817242,163.531105926728,89.0332091872004,10.1116241384574,2.48092916782109,7.01892747258883,2.99557175579328,7.95404943279921,2.00104674056096,87.5135645857471,52.4581492627188,105.77978441308,5.10306380247485,10.9784721170329,46.1550853308563,5.79835429885061,-0.00393412958263902,27.3927442017421
43.0626203345733,2.76723718316511,184.840465566506,0.11226043479385,1.62610587747398,6.00283730177825,551.914238670785,95.9403337437253,20.1482507779365,14.6735359397548,6.02753107563984,6.0050180330132,1.96121836434359,2.03287685868398,96.1849590759818,174.887471013991,660.615028086268,16.8030899388584,23.8830536367635,42.0076846314048,2.16788969479154,-0.00321417395921675,0.0674408759372892
72.744155426214,0.281253593672114,69.0103379258419,-0.369302074789814,1.95491343463509,3.66000242428989,474.95809593969,93.9855281896148,17.1564718646341,9.824183258888,2.04087606235491,4.01211086922886,2.02997605398064,6.98639944880937,92.1667622159476,91.1764651892628,502.636563534105,9.60379318034582,20.6161281199328,69.8307984077479,2.21189053704584,-0.00205724867608945,0.124051645667712
25.7571938161577,3.69509165352301,-17.1985062146045,-0.0247871592146126,2.53981814837303,6.21841686377183,29.5152019803708,67.373942315842,14.1075000731771,-1.21051945142495,3.98596164368608,6.01211841670822,4.03261807486289,2.99936056198586,68.1974191863573,21.6252823197861,86.7906513400302,0.802272309537824,15.3855956542559,39.933337861929,2.701574769849,0.00134183307956774,-0.677147813507612
17.6887821783159,3.10348253954212,207.460737391263,-0.0963577277683043,4.50768689777927,3.9128936181108,496.52742511837,98.1853094229888,28.8523094554111,13.0755071991659,1.03400850097869,2.98629001356045,2.01687092322517,1.00229414876047,95.8328601105259,157.788829817148,635.420102167222,11.3119306752773,27.5336387151931,28.8580585361746,4.47490576143564,-0.00824130848533364,43.6403629540769
64.9916038020952,5.17484076228002,287.579979355214,-0.222704917139536,2.00408645192434,6.67686863888769,678.898013495934,91.3141802179854,20.043390556405,4.75557005013566,7.98799472278918,5.98371111093792,1.99537387233397,4.99493834637428,91.5877049228784,247.85716179434,753.203894305884,6.23701689618606,20.3744978708128,56.1472266067149,2.19627885144408,-0.00103593179047603,-1.00228758599377
35.5468529703149,10.6135536068773,108.406011665174,-0.0654759389361142,3.81258274915707,4.57988069160529,994.248781507323,90.8400723131227,17.4355511221218,11.9319632227599,6.01390278856455,5.01217557903001,11.9863812301577,3.00251173392488,91.2168591242058,93.8216346055289,748.502362351014,8.46975112857389,15.4995380240843,56.9513426389368,4.90836688291872,-0.00308760006741784,40.4940455547304
