"1","2","3","4","5","AT","V","AP","RH","X"
44.8746553636176,12.0516937140958,1016.44065082441,43.8832319357297,1019.8802134258,12.1905152563842,39.5870711493789,1018.10745214606,55.0605455515304,471.363973529931
39.8729319153857,10.1052954451423,1006.15552157258,33.6511128035522,1012.3724104952,12.300280898434,39.8391824700263,1012.5058601208,73.3746978868654,476.380343431342
66.1342142701832,18.7958415600113,1003.80307248578,73.7076522285237,1003.38407665527,26.0850640144078,66.633506901714,1004.98982125566,76.262359770054,433.41522622419
30.7886376048851,7.51296698782219,1017.2513361682,48.8926503681356,1017.35138685086,8.22732388282755,39.5884559719425,1018.00443007599,78.5108933743872,477.854471209314
84.1605985445401,30.4941780600844,1007.30883722534,74.5628785349924,1012.49337788617,28.980806884451,70.5039992739142,1008.20385464202,73.3270469781038,434.249045769103
56.6115156360165,17.3832299547071,1037.32534244782,31.1707496274106,1025.38360634898,13.7846295383196,45.15668806162,1024.17035458838,80.4829675502075,465.398665820689
45.7284204828628,5.78180638291937,1018.56007836668,42.5205900683162,1025.16472862393,5.45172334073235,41.4196681658307,1022.32539340761,84.4847055752877,491.747170980307
68.8747057513008,26.2646280811685,1020.89789445923,69.8314938594539,1019.55866912756,27.2669426542035,66.5653772584095,1017.75733366067,69.4801427993574,433.516635409821
75.1541500970085,26.5758605432187,1008.39324784368,69.5211868059692,1012.46608830553,21.9682165734209,75.1594877593994,1009.15657497106,85.2154115869275,441.992986846302
63.8382909698552,31.2679431327683,1008.39419016485,73.9114525837983,1008.03773007434,27.8981372063961,76.0498117017973,1007.83818718374,76.1426530330819,434.526125311026
31.8516741389159,7.41476606438029,1018.3624832364,45.6173108976671,1017.9777208133,11.8550738397118,41.7043007917326,1020.08388636604,65.7402383777476,476.453347110719
37.9320255876075,17.0786129484899,1023.96178871284,40.9250063264199,1026.90982569034,14.6467659430021,43.9121695150262,1025.00227785589,85.2129756677908,462.954892115319
76.9435101877941,24.77854869663,1011.75247710564,66.3256130790833,1008.23627670893,26.4213809049666,65.6676913804889,1010.65362663709,73.6513870110524,441.284001889388
64.7143121719362,26.8233908364293,1004.69120485531,73.182918522326,1011.04183900379,28.9859392403102,69.3262435830828,1009.8034251955,46.7503720887578,434.969203504275
42.3346913618499,25.6364676946072,1008.95854802322,42.7702604799704,1008.28749410214,15.8943269074458,44.9220066009754,1010.27518861453,84.7193618098928,458.150579116118
57.9529216195864,25.4467088972985,1006.63035432135,77.4589329391397,1005.83987423833,29.5676490284848,69.5602765412069,1009.000410042,56.037347766437,427.859450835812
75.7678015369423,28.6313251042576,1009.6719887572,67.9489552550874,1006.47503955656,32.9203361592908,74.2286698743873,1007.53653218889,60.172081766143,432.18203555762
62.7464223503594,28.5780569646149,1004.6914033089,70.1024421853286,1010.47455259693,25.6897305784939,69.1053741154412,1007.63205179951,67.3840278315224,433.678248505863
62.9696952507708,36.7947819586907,1012.00452630581,66.1907504979374,1011.8408914146,30.2315681027501,67.4209799236317,1013.69501195539,32.7376168602831,436.682511687843
70.8795680816672,22.1714879396017,1012.87436478858,76.8041479863947,1012.89883796108,19.0715212959116,67.2247066844356,1013.1717729869,83.2065213842371,447.382761581946
60.1788142500917,25.3654503584696,1008.06929132747,64.7178032348428,1009.45354885794,28.816780087775,68.0661860094104,1012.10347372274,46.1028139692859,435.981989415306
50.2520757515857,13.3746710414364,1018.23970260928,44.9400422664287,1018.92354386922,14.8185225946529,43.5421292535511,1017.27345073465,72.1113404599726,470.937750155771
42.4798475837352,7.14241943176361,1010.50113215654,57.8004563025942,1017.09559537211,12.8189312090334,44.227800504469,1015.53337739737,90.4332115121795,474.128492655809
67.2827828295816,26.0371914447908,997.892135633599,39.8099873702938,1006.57880182869,23.9329591493293,50.1845290766265,1004.88117284448,73.8863719066016,444.914573131368
62.6771817726458,9.0443932982339,1014.73911927303,38.3037888360956,1018.54898214475,11.5703813916845,40.7404105647355,1015.82767019158,76.0785190486859,469.107367303451
41.6903061635214,12.0632767668174,1009.21521023116,42.5126112644721,1009.31562981347,10.4327791750534,41.3290405035501,1008.54557251343,96.4911451433994,472.550288627313
71.1256667666727,19.4214561135914,1009.12693538528,60.5269191226118,1008.72199093792,26.3207365779097,71.4084683258061,1009.96811011472,69.7231061472162,431.684943055498
32.9496019642711,6.97836096629143,1025.7020315609,33.4515126506882,1031.32405319588,8.94297198646791,36.8764153217822,1026.56872048924,76.2601752498384,480.153881190791
51.657826751181,35.1296573546692,1011.39563971562,72.7169026542661,1012.61657905531,26.8396367704164,70.1008112109102,1010.79019280864,59.1811523180077,445.117099227467
63.0812378597273,19.9905669044459,1019.1378141026,67.406182804105,1016.59571347195,23.6980137469672,63.5637373351302,1014.49270266736,61.8855946107214,440.355356168164
69.9405702223148,29.3929036261301,1006.32159165368,79.5665571839817,1007.08066882557,27.0846846505885,64.5467176528469,1008.724135681,54.2046451817329,443.339069274993
67.5783977805405,21.6097316313595,1013.70176841928,52.58503188982,1016.53747924593,21.3822998771021,50.6306680271883,1013.5693297132,74.4160824803855,455.390257701798
47.8869409677686,15.8588456931627,1015.93902647864,48.5388711606254,1015.43870691895,14.771689312017,43.5454359141168,1013.06380526317,85.6472482820263,464.406089310106
52.1008814013203,27.4848258233302,1003.94796254953,58.0574881386996,1005.22690334759,27.333549529995,52.4735664285435,1008.17991331048,58.7842683937677,441.809128104634
51.6409006519336,4.64475799128337,1020.13744109746,41.9739638988013,1025.32169238885,7.31284338187394,41.1775194352884,1025.46258419628,96.3505547732709,477.360282107632
44.1658745856061,24.1295931683849,1017.86560039326,53.6085502214811,1014.25096140107,21.2289077680044,48.3229471755908,1014.59147638244,63.2923581188346,458.103639118568
38.7916112279767,17.7338594128029,1019.49712137065,34.5331908913386,1016.15092907358,15.1606166095409,41.9434298123205,1016.85031687022,88.2499990070956,466.730598885265
44.7919033502449,13.6431366197041,1016.02688563253,37.0241173349804,1012.2507760969,7.73410952673178,39.178097408952,1015.4833461958,90.0058046030286,478.990830243595
44.1425469203483,9.62253049713381,1014.91858228672,39.6540374694943,1011.88932904548,15.8616256491154,43.5215586795889,1011.10530509683,82.4107674608842,465.243877456825
68.3851263907214,18.8164864878461,1007.04087508494,65.1467088926487,1007.16199617557,22.4964620422638,60.7194451194239,1006.38756478826,85.1918518718404,440.613243776174
40.3113146708189,5.31208484204636,1019.05856800193,44.3126168069294,1013.63645549852,9.98930444577612,39.5632633162628,1017.37909357288,77.5175803414281,481.684658985422
52.7980653041315,21.2425066293039,1009.86073684015,36.7632002984335,1010.51298477202,26.5528845082015,47.3321702059782,1009.13446221002,54.912887003028,439.194135503928
51.4983083339796,23.2739944645489,1011.56979027527,50.5502837285439,1004.72557428674,26.780725345936,52.3344491687846,1007.37984800353,61.986906778704,439.178799175233
46.180760360447,31.0138671507032,1013.89385486876,39.908501883747,1019.94743758624,25.4926507966213,47.0129321341846,1014.55538501044,63.5429841144577,454.192122950416
41.0941627335414,10.5792455158899,991.131808372512,48.1571503561452,993.326521190615,18.0402997858697,41.2492962381498,993.796771635182,61.35114141133,456.281889063934
64.7522210059905,25.3981092366219,1008.61249302837,55.8579899272537,1007.55409833592,24.284098632886,59.2680278457175,1009.73906978225,62.2236864837558,440.176541073875
43.2501556361539,16.8565587849622,1025.65014556942,48.5044680608963,1027.90912346274,13.9590115231891,45.0534043174227,1024.86417334251,84.1653638846756,468.443566552578
87.0163062965505,33.6824002371755,999.589437672851,73.0472036046418,999.818326746895,31.3434821406079,73.7056912487517,1003.2880759666,71.5636988052359,430.508509828976
54.0935053248131,29.3113240214906,1003.68225949406,62.1724198495221,1005.68738825212,28.2614239009687,56.8329066143625,1006.399298538,64.9722731618325,445.400356609126
62.609493067624,13.2609560627398,1015.82748850356,69.9855664380134,1014.06748811301,18.3335184077679,66.0605404589311,1013.15414832971,84.7064306341755,450.310290197273
40.7152513241505,13.9689915319976,1028.94677171805,26.3884054308257,1025.08433841316,13.3548441915235,40.8486291610145,1026.48725627681,64.7943198561893,474.72591670064
34.4985700420548,11.1916307013619,1015.58273675435,42.9362433481726,1014.18207308501,17.3442005634698,42.1015593900605,1017.10157670129,64.7434720781479,469.122241067007
65.1426325421832,32.1819350327538,1016.97239268752,68.1330288317941,1018.5475417554,25.9314870862444,75.5397936529349,1018.27543507746,62.4397439816176,442.930150806905
48.1801733889381,32.50943327471,1003.60286044961,66.3403031394762,1004.72659151426,22.9421990399889,68.768872378632,1006.58887522659,77.6370304452387,446.723521516003
65.9309293971571,26.6011364782929,1003.07271039372,72.7969977168176,1003.87232880402,27.625339687782,66.5635336331652,1005.05081137702,52.6288659906441,429.721562770769
58.4590219449011,16.7903455133799,1019.14940094298,56.3611205423724,1021.15380104722,20.7615394924725,59.35092838671,1017.93075241225,80.9007521718218,447.317542265927
64.1378038622037,24.1492590603346,1013.00347401481,76.6201333853181,1011.97648284786,23.1936788250563,74.4337615511894,1009.72437231872,88.3683227027648,440.683522596756
71.1699649843385,31.3877375273656,1012.22276388507,77.8497112441382,1017.2812735106,28.9498490644285,73.3663507217647,1015.17371696497,47.8223181412161,432.941222631022
50.390423972583,16.513479892535,1015.37002388509,38.2553184175582,1004.49994231931,17.9269575201984,44.8899533769208,1010.00833235234,53.6243133768755,457.277079229123
64.5033387116099,30.5211448196219,1004.65974051891,67.5406364494616,1005.01064306118,24.68393703537,68.0978475521949,1004.9944516972,58.1493397660815,438.688848906308
40.4171193657537,12.3204509856809,1023.11662675905,39.3258202456935,1020.12557117922,14.290293642046,44.972596950752,1023.56151106397,94.112685488109,466.580365783312
74.2969865129005,30.9422516815131,1001.7720964454,67.4847915295848,1002.7367141781,30.6359757085978,67.8477742208707,1004.98263671537,47.3772823417597,429.628272233373
44.299754642634,17.3031293887572,1012.60448069584,45.8412632021507,1009.88961900563,22.0413656665469,47.06590685226,1014.40620485294,55.563820484248,451.799156204258
48.9498615631406,20.7884172678219,1007.86121668188,39.5623110750436,1012.60633600134,16.4936523292708,43.8797000929028,1013.68169565265,76.1924710886971,468.239382525739
38.4415705162327,18.8633725263966,1011.45443444233,55.7201542325575,1011.75610509521,20.1786517093955,50.8071000837818,1011.75721223659,77.5460366848598,454.16754901005
43.4693209312581,14.9065425831915,1017.97361318169,44.750812700981,1017.75833681291,16.019387767346,43.5431793199779,1014.2124479815,78.619787645195,465.805641101119
69.3769113494242,17.0033738946311,1022.51325004346,75.8255928483325,1015.09945382642,25.1142623830203,68.712575273236,1013.50473239487,43.2689568939305,446.346044496193
67.0452284372145,34.6502184533827,1005.90527624687,71.3279215959643,1001.41723702262,32.1847953167916,74.574410281423,1003.33398564016,56.6323039805189,436.414974151122
76.9174743497043,32.6687631374009,1005.29861266235,79.2268167027165,1006.97633499768,33.7016991964616,77.1328737800009,1009.00433287212,47.5381452822995,430.148365725346
47.3786157336156,13.1938891528459,1001.40338335423,33.8628155857594,1001.22722580515,14.5925406372262,41.3483777922545,999.406223167467,86.7754639935461,466.815564428581
75.117186672804,28.5097301764475,1004.02417956011,76.7071728854488,1001.07275669286,26.0055351824314,72.4741467835887,1003.40291709551,86.1562175586544,433.11445489419
56.6804287915144,18.6759940116041,1012.2324365956,63.8791557928098,1011.08152106818,22.3366039820368,58.7862279559643,1011.71836035965,86.3843598512734,445.777644406619
46.1240000874335,17.0207301306954,1015.77523718821,42.9813006934871,1007.01778556843,15.0384091010808,44.9063503591543,1014.43601717664,64.9088321191668,461.152105408307
